sale_id,invoice_number,store_id,customer_id,status,raw_amount,raw_date
94,INV-000094,2,177,completed,"₹117,265.54",09/09/2026
95,INV-000095,2,346,completed,"₹98,132.28",21/09/2026
96,INV-000096,1,344,completed,"₹55,944.45",17/04/2026
97,INV-000097,1,797,completed,"₹136,618.66",11/05/2026
98,INV-000098,2,626,completed,"₹176,245.10",25/09/2026
99,INV-000099,1,634,completed,"₹84,467.27",02/07/2026
100,INV-000100,2,687,completed,"₹108,552.65",12/04/2026
101,INV-000101,5,73,completed,"₹182,188.83",31/05/2026
102,INV-000102,4,222,completed,"₹106,773.97",04/09/2026
103,INV-000103,4,779,completed,"₹274,238.12",27/06/2026
104,INV-000104,4,15,completed,"₹27,359.54",19/07/2026
105,INV-000105,1,752,completed,"₹284,548.64",08/08/2026
106,INV-000106,4,166,completed,"₹119,039.37",28/09/2026
107,INV-000107,4,715,completed,"₹164,147.37",04/09/2026
108,INV-000108,1,393,completed,"₹123,860.15",03/07/2026
109,INV-000109,2,343,completed,"₹298,552.50",01/06/2026
110,INV-000110,4,482,completed,"₹124,815.76",15/08/2026
111,INV-000111,2,534,completed,"₹186,280.65",08/09/2026
112,INV-000112,5,672,completed,"₹458,018.84",13/09/2026
113,INV-000113,3,467,completed,"₹71,138.70",13/05/2026
114,INV-000114,2,43,completed,"₹113,581.84",21/06/2026
115,INV-000115,4,971,completed,"₹48,327.75",27/07/2026
116,INV-000116,5,819,completed,"₹247,097.99",23/08/2026
117,INV-000117,3,623,completed,"₹271,468.13",12/09/2026
118,INV-000118,3,152,completed,"₹200,327.01",19/07/2026
119,INV-000119,4,168,completed,"₹306,651.10",18/07/2026
120,INV-000120,2,728,completed,"₹107,431.58",24/08/2026
121,INV-000121,5,230,completed,"₹251,650.37",07/04/2026
122,INV-000122,3,994,completed,"₹134,135.78",18/04/2026
123,INV-000123,3,596,completed,"₹396,563.43",15/04/2026
124,INV-000124,2,614,completed,"₹198,397.55",13/05/2026
125,INV-000125,4,349,completed,"₹29,580.14",12/05/2026
126,INV-000126,2,492,completed,"₹181,973.96",29/06/2026
127,INV-000127,2,129,completed,"₹247,605.90",24/05/2026
128,INV-000128,1,45,completed,"₹5,947.54",17/04/2026
129,INV-000129,2,687,completed,"₹71,953.10",29/06/2026
130,INV-000130,5,102,completed,"₹88,185.25",27/08/2026
131,INV-000131,5,376,completed,"₹348,462.60",26/09/2026
132,INV-000132,3,571,completed,"₹327,501.49",11/04/2026
133,INV-000133,3,14,completed,"₹152,924.93",20/09/2026
134,INV-000134,4,712,completed,"₹224,667.80",30/08/2026
135,INV-000135,5,775,completed,"₹403,557.92",12/09/2026
136,INV-000136,1,511,completed,"₹237,536.63",21/09/2026
137,INV-000137,3,976,completed,"₹99,315.64",09/04/2026
138,INV-000138,1,571,completed,"₹224,684.10",16/09/2026
139,INV-000139,5,488,cancelled,"₹153,694.82",22/08/2026
140,INV-000140,5,785,completed,"₹43,170.76",12/06/2026
141,INV-000141,3,100,completed,"₹187,561.39",19/07/2026
142,INV-000142,4,582,cancelled,"₹175,742.39",10/08/2026
143,INV-000143,4,331,completed,"₹290,265.13",25/08/2026
144,INV-000144,5,295,completed,"₹344,088.38",07/06/2026
145,INV-000145,3,680,completed,"₹222,823.62",17/08/2026
146,INV-000146,5,958,completed,"₹66,612.23",23/08/2026
147,INV-000147,3,421,completed,"₹55,459.88",21/06/2026
148,INV-000148,1,197,completed,"₹315,845.01",08/04/2026
149,INV-000149,5,660,completed,"₹43,029.90",11/04/2026
150,INV-000150,4,688,completed,"₹63,630.83",16/09/2026
151,INV-000151,3,853,completed,"₹150,318.66",28/08/2026
152,INV-000152,5,503,completed,"₹48,714.21",15/08/2026
153,INV-000153,2,487,completed,"₹179,413.42",04/07/2026
154,INV-000154,1,950,completed,"₹56,049.10",05/06/2026
155,INV-000155,1,888,completed,"₹266,871.51",21/04/2026
156,INV-000156,1,657,completed,"₹349,444.76",12/09/2026
157,INV-000157,5,812,completed,"₹143,015.09",21/06/2026
158,INV-000158,4,22,completed,"₹358,530.63",06/04/2026
159,INV-000159,5,792,completed,"₹99,191.91",26/07/2026
160,INV-000160,4,134,completed,"₹116,435.24",20/07/2026
161,INV-000161,5,930,completed,"₹301,988.15",03/06/2026
162,INV-000162,2,931,completed,"₹225,084.97",30/06/2026
163,INV-000163,3,136,completed,"₹378,969.72",23/04/2026
164,INV-000164,3,915,completed,"₹378,208.29",13/05/2026
165,INV-000165,4,453,completed,"₹71,685.38",01/07/2026
166,INV-000166,1,427,completed,"₹108,848.05",20/04/2026
167,INV-000167,3,338,completed,"₹143,795.07",12/04/2026
168,INV-000168,4,183,completed,"₹27,240.69",01/06/2026
169,INV-000169,2,306,completed,"₹155,160.79",04/08/2026
170,INV-000170,5,93,completed,"₹236,414.88",18/07/2026
171,INV-000171,4,298,completed,"₹332,916.29",29/07/2026
172,INV-000172,4,364,completed,"₹355,678.43",05/06/2026
173,INV-000173,2,190,completed,"₹190,266.68",21/04/2026
174,INV-000174,5,311,completed,"₹188,121.21",06/09/2026
175,INV-000175,5,89,completed,"₹200,727.73",17/06/2026
176,INV-000176,3,106,completed,"₹234,351.66",09/09/2026
177,INV-000177,1,915,completed,"₹215,773.89",13/09/2026
178,INV-000178,3,135,completed,"₹214,113.20",15/06/2026
179,INV-000179,5,104,completed,"₹78,634.12",16/07/2026
180,INV-000180,5,827,completed,"₹42,530.15",17/04/2026
181,INV-000181,3,789,completed,"₹174,064.75",21/08/2026
182,INV-000182,5,844,completed,"₹17,446.06",22/08/2026
183,INV-000183,3,781,completed,"₹37,537.57",08/08/2026
184,INV-000184,4,252,completed,"₹320,630.43",31/07/2026
185,INV-000185,4,789,completed,"₹195,779.09",03/04/2026
186,INV-000186,3,9,completed,"₹89,909.84",11/06/2026
187,INV-000187,2,87,completed,"₹201,464.14",10/04/2026
188,INV-000188,3,518,cancelled,"₹207,095.73",29/04/2026
189,INV-000189,5,359,completed,"₹279,094.26",16/06/2026
190,INV-000190,2,80,completed,"₹603,776.47",04/07/2026
191,INV-000191,5,497,completed,"₹500,214.97",27/07/2026
192,INV-000192,5,121,completed,"₹327,316.68",05/07/2026
193,INV-000193,1,70,completed,"₹187,274.61",12/04/2026
194,INV-000194,2,348,completed,"₹142,797.67",17/08/2026
195,INV-000195,5,769,completed,"₹93,003.17",31/07/2026
196,INV-000196,5,87,completed,"₹163,219.41",15/08/2026
197,INV-000197,2,262,completed,"₹386,950.56",23/04/2026
198,INV-000198,2,771,completed,"₹188,173.37",31/08/2026
199,INV-000199,5,253,completed,"₹23,241.54",21/08/2026
200,INV-000200,2,985,completed,"₹44,811.09",21/08/2026
201,INV-000201,1,280,cancelled,"₹282,906.15",01/09/2026
202,INV-000202,4,626,completed,"₹218,883.84",08/08/2026
203,INV-000203,1,5,completed,"₹304,856.66",03/04/2026
204,INV-000204,5,397,completed,"₹115,963.99",16/05/2026
205,INV-000205,1,697,completed,"₹344,371.02",01/07/2026
206,INV-000206,5,676,completed,"₹285,991.01",23/08/2026
207,INV-000207,1,443,completed,"₹342,459.24",14/07/2026
208,INV-000208,2,981,completed,"₹20,762.21",20/04/2026
209,INV-000209,3,254,completed,"₹173,619.08",28/04/2026
210,INV-000210,1,387,completed,"₹258,107.61",20/06/2026
211,INV-000211,4,99,completed,"₹279,019.30",06/09/2026
212,INV-000212,1,927,completed,"₹310,631.00",25/08/2026
213,INV-000213,4,618,completed,"₹89,152.09",27/06/2026
214,INV-000214,3,1000,cancelled,"₹150,490.85",22/05/2026
215,INV-000215,5,873,completed,"₹233,460.63",27/08/2026
216,INV-000216,4,410,completed,"₹131,208.25",18/05/2026
217,INV-000217,2,45,completed,"₹122,729.24",08/04/2026
218,INV-000218,1,852,completed,"₹49,927.06",21/09/2026
219,INV-000219,2,900,completed,"₹157,712.84",17/04/2026
220,INV-000220,1,875,completed,"₹15,124.20",16/08/2026
221,INV-000221,1,810,completed,"₹354,455.31",17/09/2026
222,INV-000222,4,275,completed,"₹338,466.07",27/08/2026
223,INV-000223,4,236,completed,"₹209,653.96",28/08/2026
224,INV-000224,3,101,completed,"₹27,750.74",01/05/2026
225,INV-000225,3,723,completed,"₹291,314.73",02/09/2026
226,INV-000226,5,740,completed,"₹7,356.11",28/07/2026
227,INV-000227,4,874,completed,"₹109,549.06",21/08/2026
228,INV-000228,2,436,completed,"₹215,356.84",23/09/2026
229,INV-000229,4,337,completed,"₹245,851.68",24/08/2026
230,INV-000230,2,676,completed,"₹9,606.86",13/08/2026
231,INV-000231,2,133,completed,"₹108,666.29",16/08/2026
232,INV-000232,4,619,completed,"₹26,323.31",26/08/2026
233,INV-000233,2,933,completed,"₹377,595.62",24/08/2026
234,INV-000234,4,716,completed,"₹78,293.77",24/08/2026
235,INV-000235,1,931,completed,"₹210,858.40",05/08/2026
236,INV-000236,1,257,completed,"₹49,505.68",30/04/2026
237,INV-000237,4,862,completed,"₹42,691.95",12/05/2026
238,INV-000238,1,694,completed,"₹104,971.93",09/06/2026
239,INV-000239,3,54,completed,"₹207,605.98",01/09/2026
240,INV-000240,1,742,completed,"₹239,321.77",13/05/2026
241,INV-000241,2,226,completed,"₹88,397.09",17/04/2026
242,INV-000242,1,647,completed,"₹147,045.75",26/09/2026
243,INV-000243,5,516,completed,"₹169,229.03",29/08/2026
244,INV-000244,3,304,completed,"₹216,032.18",22/05/2026
245,INV-000245,1,664,completed,"₹61,488.43",13/06/2026
246,INV-000246,4,67,completed,"₹2,597.07",04/08/2026
247,INV-000247,5,242,completed,"₹61,172.17",08/08/2026
248,INV-000248,4,172,completed,"₹383,956.81",30/07/2026
249,INV-000249,3,291,cancelled,"₹362,426.45",06/07/2026
250,INV-000250,3,502,completed,"₹19,045.21",18/06/2026
251,INV-000251,4,790,completed,"₹313,624.69",29/06/2026
252,INV-000252,5,967,completed,"₹106,637.80",22/09/2026
253,INV-000253,5,531,completed,"₹366,320.15",19/05/2026
254,INV-000254,4,7,completed,"₹74,313.80",14/05/2026
255,INV-000255,2,191,completed,"₹115,206.04",28/09/2026
256,INV-000256,2,301,completed,"₹188,959.40",22/04/2026
257,INV-000257,2,385,completed,"₹260,684.08",02/09/2026
258,INV-000258,4,626,completed,"₹242,642.25",15/04/2026
259,INV-000259,2,463,completed,"₹263,350.25",06/09/2026
260,INV-000260,5,357,completed,"₹66,332.97",19/07/2026
261,INV-000261,5,131,completed,"₹229,420.69",06/08/2026
262,INV-000262,3,737,completed,"₹68,929.29",05/06/2026
263,INV-000263,3,955,completed,"₹124,047.21",26/08/2026
264,INV-000264,3,763,completed,"₹55,453.88",30/04/2026
265,INV-000265,4,328,completed,"₹90,150.84",03/07/2026
266,INV-000266,3,512,completed,"₹316,754.92",22/09/2026
267,INV-000267,3,848,completed,"₹64,427.61",24/05/2026
268,INV-000268,2,562,completed,"₹410,273.40",10/07/2026
269,INV-000269,3,671,cancelled,"₹152,303.03",12/05/2026
270,INV-000270,2,974,completed,"₹197,585.38",19/07/2026
271,INV-000271,4,643,completed,"₹152,413.25",13/07/2026
272,INV-000272,4,797,completed,"₹286,444.49",28/07/2026
273,INV-000273,5,281,completed,"₹298,514.75",25/09/2026
274,INV-000274,5,772,completed,"₹80,454.91",24/05/2026
275,INV-000275,1,589,completed,"₹107,719.08",23/05/2026
276,INV-000276,3,990,completed,"₹3,643.50",18/08/2026
277,INV-000277,5,144,completed,"₹152,796.44",26/08/2026
278,INV-000278,5,606,completed,"₹371,930.65",01/07/2026
279,INV-000279,2,578,completed,"₹422,192.05",16/09/2026
280,INV-000280,3,150,completed,"₹26,972.07",28/05/2026
281,INV-000281,5,603,completed,"₹108,460.57",04/08/2026
282,INV-000282,5,489,completed,"₹94,017.10",30/08/2026
283,INV-000283,3,695,completed,"₹262,792.26",03/09/2026
284,INV-000284,1,79,completed,"₹387,288.26",01/06/2026
285,INV-000285,4,251,completed,"₹455,611.03",17/09/2026
286,INV-000286,5,298,completed,"₹208,936.84",16/06/2026
287,INV-000287,3,631,completed,"₹163,579.25",27/07/2026
288,INV-000288,1,8,completed,"₹209,576.59",10/05/2026
289,INV-000289,4,166,completed,"₹380,269.35",06/05/2026
290,INV-000290,3,432,completed,"₹126,736.29",04/08/2026
291,INV-000291,2,513,completed,"₹135,511.68",04/04/2026
292,INV-000292,4,289,completed,"₹200,692.66",03/08/2026
293,INV-000293,5,194,completed,"₹169,314.85",30/08/2026
294,INV-000294,5,94,completed,"₹207,640.99",14/04/2026
295,INV-000295,1,54,completed,"₹99,075.97",17/09/2026
296,INV-000296,3,115,completed,"₹203,181.41",25/04/2026
297,INV-000297,5,198,completed,"₹130,746.22",28/09/2026
298,INV-000298,2,131,completed,"₹311,455.48",20/05/2026
299,INV-000299,5,171,completed,"₹38,954.75",01/09/2026
300,INV-000300,4,576,completed,"₹141,481.07",09/07/2026
301,INV-000301,2,726,completed,"₹127,012.74",08/06/2026
302,INV-000302,1,844,cancelled,"₹103,564.49",24/05/2026
303,INV-000303,3,970,completed,"₹90,894.86",28/09/2026
304,INV-000304,3,263,completed,"₹340,787.04",05/04/2026
305,INV-000305,2,96,completed,"₹159,561.15",05/08/2026
306,INV-000306,3,907,completed,"₹325,899.08",16/05/2026
307,INV-000307,1,255,completed,"₹434,208.72",22/04/2026
308,INV-000308,3,22,completed,"₹246,386.58",12/04/2026
309,INV-000309,4,504,completed,"₹61,231.26",14/05/2026
310,INV-000310,1,620,completed,"₹408,042.54",09/05/2026
311,INV-000311,1,797,completed,"₹207,582.60",15/09/2026
312,INV-000312,1,131,completed,"₹126,003.71",17/05/2026
313,INV-000313,5,394,completed,"₹214,200.74",22/04/2026
314,INV-000314,1,934,completed,"₹139,084.46",29/06/2026
315,INV-000315,2,986,completed,"₹156,962.62",26/09/2026
316,INV-000316,1,583,completed,"₹141,115.42",16/07/2026
317,INV-000317,1,114,completed,"₹83,078.38",10/05/2026
318,INV-000318,4,942,cancelled,"₹87,602.66",25/08/2026
319,INV-000319,2,411,completed,"₹293,996.07",06/09/2026
320,INV-000320,3,107,completed,"₹121,580.63",20/04/2026
321,INV-000321,1,276,completed,"₹83,206.26",22/04/2026
322,INV-000322,3,982,completed,"₹132,545.88",11/07/2026
323,INV-000323,4,601,completed,"₹67,586.18",10/04/2026
324,INV-000324,2,987,completed,"₹457,131.72",07/08/2026
325,INV-000325,1,785,completed,"₹53,760.78",19/06/2026
326,INV-000326,1,591,completed,"₹22,941.36",03/07/2026
327,INV-000327,4,963,completed,"₹120,433.88",02/05/2026
328,INV-000328,3,383,completed,"₹166,492.31",22/04/2026
329,INV-000329,4,358,completed,"₹289,475.85",29/07/2026
330,INV-000330,4,559,completed,"₹12,644.43",10/05/2026
331,INV-000331,2,217,completed,"₹67,754.13",06/04/2026
332,INV-000332,2,189,completed,"₹264,864.03",14/04/2026
333,INV-000333,1,80,completed,"₹258,743.26",18/09/2026
334,INV-000334,4,534,completed,"₹8,990.73",01/04/2026
335,INV-000335,4,357,completed,"₹364,943.08",24/05/2026
336,INV-000336,2,439,completed,"₹259,357.32",05/07/2026
337,INV-000337,4,684,completed,"₹202,280.26",14/06/2026
338,INV-000338,4,963,completed,"₹201,204.54",05/07/2026
339,INV-000339,2,861,completed,"₹504,771.55",11/08/2026
340,INV-000340,4,413,completed,"₹283,307.94",21/06/2026
341,INV-000341,4,644,completed,"₹333,987.26",30/08/2026
342,INV-000342,3,282,completed,"₹18,521.78",22/04/2026
343,INV-000343,2,269,completed,"₹181,659.14",17/05/2026
344,INV-000344,4,185,completed,"₹13,002.74",16/06/2026
345,INV-000345,5,949,completed,"₹6,069.90",02/05/2026
346,INV-000346,3,921,completed,"₹91,052.24",26/05/2026
347,INV-000347,4,525,completed,"₹49,430.10",12/07/2026
348,INV-000348,2,444,completed,"₹87,378.13",24/07/2026
349,INV-000349,2,982,completed,"₹307,529.02",09/08/2026
350,INV-000350,2,126,completed,"₹40,375.62",03/04/2026
351,INV-000351,2,395,completed,"₹305,409.53",12/06/2026
352,INV-000352,1,464,completed,"₹238,609.78",14/05/2026
353,INV-000353,4,282,completed,"₹77,363.48",21/06/2026
354,INV-000354,4,870,completed,"₹148,987.13",12/09/2026
355,INV-000355,1,742,completed,"₹48,897.94",04/07/2026
356,INV-000356,3,277,completed,"₹24,741.48",26/09/2026
357,INV-000357,4,535,completed,"₹224,667.70",14/08/2026
358,INV-000358,1,996,completed,"₹2,362.47",05/08/2026
359,INV-000359,3,834,completed,"₹251,499.37",30/08/2026
360,INV-000360,5,799,completed,"₹145,466.70",12/07/2026
361,INV-000361,3,488,completed,"₹196,180.60",17/09/2026
362,INV-000362,1,665,completed,"₹379,729.93",07/07/2026
363,INV-000363,1,245,completed,"₹301,758.33",17/04/2026
364,INV-000364,3,752,completed,"₹149,875.01",01/04/2026
365,INV-000365,1,998,completed,"₹18,942.79",07/06/2026
366,INV-000366,2,113,completed,"₹157,160.00",12/04/2026
367,INV-000367,4,374,completed,"₹230,405.31",27/07/2026
368,INV-000368,4,251,completed,"₹198,320.58",26/08/2026
369,INV-000369,3,401,completed,"₹254,900.87",29/08/2026
370,INV-000370,1,511,completed,"₹97,089.75",23/09/2026
371,INV-000371,2,846,completed,"₹250,802.90",30/08/2026
372,INV-000372,2,600,completed,"₹85,830.42",21/04/2026
373,INV-000373,4,915,completed,"₹107,401.03",06/06/2026
374,INV-000374,3,305,completed,"₹550,469.81",24/08/2026
375,INV-000375,4,774,completed,"₹157,160.07",06/05/2026
376,INV-000376,5,860,completed,"₹264,056.61",14/04/2026
377,INV-000377,2,576,completed,"₹60,740.61",05/08/2026
378,INV-000378,1,157,completed,"₹2,412.16",02/09/2026
379,INV-000379,1,308,completed,"₹102,068.30",13/07/2026
380,INV-000380,1,146,completed,"₹257,030.98",16/09/2026
381,INV-000381,3,124,completed,"₹417,867.45",23/08/2026
382,INV-000382,5,526,completed,"₹204,197.89",17/04/2026
383,INV-000383,4,939,completed,"₹429,089.81",13/09/2026
384,INV-000384,1,512,completed,"₹60,093.81",21/09/2026
385,INV-000385,1,627,completed,"₹77,683.58",04/06/2026
386,INV-000386,1,387,completed,"₹220,045.50",05/05/2026
387,INV-000387,4,349,completed,"₹546,498.82",18/05/2026
388,INV-000388,5,104,completed,"₹51,828.10",01/05/2026
389,INV-000389,3,721,completed,"₹181,629.14",01/07/2026
390,INV-000390,4,669,completed,"₹202,996.19",08/04/2026
391,INV-000391,1,613,completed,"₹269,855.38",04/09/2026
392,INV-000392,5,699,completed,"₹177,571.60",23/09/2026
393,INV-000393,5,233,completed,"₹296,927.28",15/07/2026
394,INV-000394,1,79,completed,"₹277,918.85",04/06/2026
395,INV-000395,3,723,completed,"₹25,654.32",07/09/2026
396,INV-000396,5,126,completed,"₹279,059.85",05/07/2026
397,INV-000397,3,308,completed,"₹199,525.64",22/04/2026
398,INV-000398,5,945,completed,"₹139,878.84",07/06/2026
399,INV-000399,1,976,completed,"₹304,325.82",21/09/2026
400,INV-000400,5,40,completed,"₹183,845.35",05/09/2026
401,INV-000401,1,492,completed,"₹390,354.93",11/09/2026
402,INV-000402,5,239,completed,"₹203,958.83",30/04/2026
403,INV-000403,1,554,completed,"₹221,071.77",12/04/2026
404,INV-000404,4,147,completed,"₹257,798.05",07/04/2026
405,INV-000405,5,109,completed,"₹211,313.28",03/09/2026
406,INV-000406,2,552,completed,"₹160,676.75",02/05/2026
407,INV-000407,2,933,completed,"₹157,952.77",02/06/2026
408,INV-000408,3,620,completed,"₹182,062.75",29/05/2026
409,INV-000409,5,590,completed,"₹53,905.08",05/08/2026
410,INV-000410,1,891,completed,"₹188,298.98",09/04/2026
411,INV-000411,3,345,completed,"₹347,846.21",26/06/2026
412,INV-000412,1,691,completed,"₹202,314.88",14/09/2026
413,INV-000413,3,327,completed,"₹275,032.31",16/05/2026
414,INV-000414,3,450,completed,"₹188,008.41",28/05/2026
415,INV-000415,4,379,completed,"₹298,043.16",23/05/2026
416,INV-000416,1,823,completed,"₹248,001.91",21/04/2026
417,INV-000417,3,444,completed,"₹196,534.61",26/04/2026
418,INV-000418,4,135,completed,"₹89,735.09",21/05/2026
419,INV-000419,2,429,completed,"₹277,197.69",24/09/2026
420,INV-000420,4,99,completed,"₹144,585.71",27/05/2026
421,INV-000421,2,861,completed,"₹135,501.81",04/08/2026
422,INV-000422,3,401,completed,"₹61,850.15",23/07/2026
423,INV-000423,2,971,completed,"₹44,313.13",05/09/2026
424,INV-000424,3,671,completed,"₹73,817.34",13/04/2026
425,INV-000425,2,37,completed,"₹395,824.85",06/04/2026
426,INV-000426,1,76,completed,"₹374,837.13",08/08/2026
427,INV-000427,2,271,completed,"₹165,424.26",15/09/2026
428,INV-000428,2,407,completed,"₹224,346.53",30/05/2026
429,INV-000429,4,61,completed,"₹211,293.54",05/08/2026
430,INV-000430,4,983,completed,"₹169,383.36",14/09/2026
431,INV-000431,4,40,completed,"₹407,264.86",18/07/2026
432,INV-000432,2,532,cancelled,"₹331,795.97",02/09/2026
433,INV-000433,3,205,completed,"₹160,423.66",25/09/2026
434,INV-000434,3,640,completed,"₹461,418.72",13/07/2026
435,INV-000435,5,215,completed,"₹102,697.62",14/05/2026
436,INV-000436,5,436,completed,"₹390,834.66",18/09/2026
437,INV-000437,1,979,completed,"₹250,382.04",13/05/2026
438,INV-000438,3,26,completed,"₹154,215.09",03/07/2026
439,INV-000439,5,337,completed,"₹237,476.39",25/04/2026
440,INV-000440,1,884,completed,"₹103,393.00",30/07/2026
441,INV-000441,1,455,completed,"₹144,652.82",11/09/2026
442,INV-000442,2,529,completed,"₹154,224.41",04/04/2026
443,INV-000443,1,281,completed,"₹70,699.49",22/08/2026
444,INV-000444,1,808,completed,"₹165,144.90",03/04/2026
445,INV-000445,3,579,completed,"₹139,290.54",20/06/2026
446,INV-000446,3,358,completed,"₹200,855.18",12/09/2026
447,INV-000447,3,93,completed,"₹121,479.75",10/08/2026
448,INV-000448,5,675,completed,"₹121,456.51",29/08/2026
