payment_id,sale_id,payment_method,amount,payment_status,transaction_reference,paid_at
42,44,UPI,8920.6,success,TXN-00000044,2026-04-18 17:59:00
43,45,CARD,220530.7,success,TXN-00000045,2026-07-15 13:36:00
44,46,CARD,312811.46,success,TXN-00000046,2026-09-24 16:32:00
45,47,UPI,256291.75,success,TXN-00000047,2026-05-16 17:24:00
46,48,BANK_TRANSFER,649012.68,success,TXN-00000048,2026-04-11 17:51:00
47,49,UPI,339532.92,success,TXN-00000049,2026-08-07 10:34:00
48,50,BANK_TRANSFER,207207.55,success,TXN-00000050,2026-08-13 20:34:00
49,51,CARD,655013.52,success,TXN-00000051,2026-05-04 12:29:00
50,52,CASH,104728.2,success,TXN-00000052,2026-09-08 18:03:00
51,53,BANK_TRANSFER,124395.7,success,TXN-00000053,2026-07-16 11:37:00
52,55,BANK_TRANSFER,229922.05,success,TXN-00000055,2026-09-24 19:25:00
53,56,CARD,5149.31,success,TXN-00000056,2026-06-14 12:26:00
54,57,UPI,321080.45,success,TXN-00000057,2026-04-12 14:49:00
55,58,CASH,426307.83,success,TXN-00000058,2026-06-26 19:49:00
56,59,UPI,230065.85,success,TXN-00000059,2026-08-26 19:49:00
57,60,CASH,108657.36,success,TXN-00000060,2026-04-09 13:33:00
58,61,UPI,59823.1,success,TXN-00000061,2026-04-29 15:16:00
59,62,UPI,124379.33,success,TXN-00000062,2026-06-27 16:57:00
60,63,BANK_TRANSFER,203217.34,success,TXN-00000063,2026-08-12 20:09:00
61,64,CASH,8582.75,success,TXN-00000064,2026-05-11 13:16:00
62,65,BANK_TRANSFER,110382.02,success,TXN-00000065,2026-06-02 11:17:00
63,66,BANK_TRANSFER,205562.63,success,TXN-00000066,2026-07-01 13:25:00
64,67,BANK_TRANSFER,434573.7,success,TXN-00000067,2026-09-12 20:53:00
65,68,BANK_TRANSFER,120904.36,success,TXN-00000068,2026-05-14 14:08:00
66,69,BANK_TRANSFER,327820.63,success,TXN-00000069,2026-06-02 17:14:00
67,70,UPI,128136.15,success,TXN-00000070,2026-08-21 11:17:00
68,71,CARD,206526.44,success,TXN-00000071,2026-08-15 13:52:00
69,72,BANK_TRANSFER,410242.54,success,TXN-00000072,2026-08-19 09:27:00
70,74,BANK_TRANSFER,513513.98,success,TXN-00000074,2026-09-12 16:23:00
71,75,BANK_TRANSFER,137376.84,success,TXN-00000075,2026-08-18 18:46:00
72,76,BANK_TRANSFER,168086.28,success,TXN-00000076,2026-08-13 13:48:00
73,77,UPI,128017.31,success,TXN-00000077,2026-06-15 13:31:00
74,78,CARD,259449.16,success,TXN-00000078,2026-04-14 19:40:00
75,79,CARD,67482.31,success,TXN-00000079,2026-05-15 14:17:00
76,80,CARD,179398.49,success,TXN-00000080,2026-07-08 12:55:00
77,81,CASH,345529.47,success,TXN-00000081,2026-05-08 18:06:00
78,82,UPI,213803.96,success,TXN-00000082,2026-04-26 14:03:00
79,83,CARD,1382.29,success,TXN-00000083,2026-06-12 13:32:00
80,84,CASH,289866.4,success,TXN-00000084,2026-09-02 11:49:00
81,85,BANK_TRANSFER,63250.74,success,TXN-00000085,2026-06-25 09:23:00
82,86,BANK_TRANSFER,11586.51,success,TXN-00000086,2026-07-23 20:17:00
83,87,BANK_TRANSFER,150067.66,success,TXN-00000087,2026-09-11 10:18:00
84,88,BANK_TRANSFER,11382.36,success,TXN-00000088,2026-07-21 15:58:00
85,89,CASH,43219.1,success,TXN-00000089,2026-09-22 13:28:00
86,90,UPI,49754.97,success,TXN-00000090,2026-05-22 11:56:00
87,91,CASH,94551.35,success,TXN-00000091,2026-09-09 17:03:00
88,92,BANK_TRANSFER,24651.23,success,TXN-00000092,2026-04-05 09:43:00
89,93,UPI,70633.22,success,TXN-00000093,2026-08-27 13:07:00
90,94,CARD,117265.54,success,TXN-00000094,2026-09-09 10:00:00
91,95,CARD,98132.28,success,TXN-00000095,2026-09-21 15:45:00
92,96,UPI,55944.45,success,TXN-00000096,2026-04-17 10:22:00
93,97,BANK_TRANSFER,136618.66,success,TXN-00000097,2026-05-11 10:10:00
94,98,CARD,176245.1,success,TXN-00000098,2026-09-25 09:45:00
95,99,BANK_TRANSFER,84467.27,success,TXN-00000099,2026-07-02 17:48:00
96,100,UPI,108552.65,success,TXN-00000100,2026-04-12 09:57:00
97,101,BANK_TRANSFER,182188.83,success,TXN-00000101,2026-05-31 20:30:00
98,102,BANK_TRANSFER,106773.97,success,TXN-00000102,2026-09-04 16:26:00
99,103,BANK_TRANSFER,274238.12,success,TXN-00000103,2026-06-27 13:23:00
100,104,BANK_TRANSFER,27359.54,success,TXN-00000104,2026-07-19 20:57:00
101,105,UPI,284548.64,success,TXN-00000105,2026-08-08 09:28:00
102,106,UPI,119039.37,success,TXN-00000106,2026-09-28 17:04:00
103,107,CASH,164147.37,success,TXN-00000107,2026-09-04 18:05:00
104,108,UPI,123860.15,success,TXN-00000108,2026-07-03 16:57:00
105,109,CASH,298552.5,success,TXN-00000109,2026-06-01 17:22:00
106,110,CARD,124815.76,success,TXN-00000110,2026-08-15 20:08:00
107,111,CASH,186280.65,success,TXN-00000111,2026-09-08 09:32:00
108,112,UPI,458018.84,success,TXN-00000112,2026-09-13 14:36:00
109,113,CARD,71138.7,success,TXN-00000113,2026-05-13 19:05:00
110,114,UPI,113581.84,success,TXN-00000114,2026-06-21 18:21:00
111,115,CASH,48327.75,success,TXN-00000115,2026-07-27 14:34:00
112,116,CASH,247097.99,success,TXN-00000116,2026-08-23 21:01:00
113,117,UPI,271468.13,success,TXN-00000117,2026-09-12 13:07:00
114,118,BANK_TRANSFER,200327.01,success,TXN-00000118,2026-07-19 14:50:00
115,119,CASH,306651.1,success,TXN-00000119,2026-07-18 21:11:00
116,120,CASH,107431.58,success,TXN-00000120,2026-08-24 11:28:00
117,121,UPI,251650.37,success,TXN-00000121,2026-04-07 09:13:00
118,122,UPI,134135.78,success,TXN-00000122,2026-04-18 19:15:00
119,123,CARD,396563.43,success,TXN-00000123,2026-04-15 11:45:00
120,124,CASH,198397.55,success,TXN-00000124,2026-05-13 17:32:00
121,125,UPI,29580.14,success,TXN-00000125,2026-05-12 10:40:00
122,126,CARD,181973.96,success,TXN-00000126,2026-06-29 14:07:00
123,127,UPI,247605.9,success,TXN-00000127,2026-05-24 11:21:00
124,128,CARD,5947.54,success,TXN-00000128,2026-04-17 14:01:00
125,129,CARD,71953.1,success,TXN-00000129,2026-06-29 09:22:00
126,130,CARD,88185.25,success,TXN-00000130,2026-08-27 10:03:00
127,131,CARD,348462.6,success,TXN-00000131,2026-09-26 18:27:00
128,132,BANK_TRANSFER,327501.49,success,TXN-00000132,2026-04-11 10:42:00
129,133,UPI,152924.93,success,TXN-00000133,2026-09-20 16:48:00
130,134,BANK_TRANSFER,224667.8,success,TXN-00000134,2026-08-30 10:56:00
131,135,UPI,403557.92,success,TXN-00000135,2026-09-12 15:46:00
132,136,CASH,237536.63,success,TXN-00000136,2026-09-21 09:29:00
133,137,BANK_TRANSFER,99315.64,success,TXN-00000137,2026-04-09 15:58:00
134,138,BANK_TRANSFER,224684.1,success,TXN-00000138,2026-09-16 14:18:00
135,140,UPI,43170.76,success,TXN-00000140,2026-06-12 14:28:00
136,141,CASH,187561.39,success,TXN-00000141,2026-07-19 14:24:00
137,143,UPI,290265.13,success,TXN-00000143,2026-08-25 11:18:00
138,144,CASH,344088.38,success,TXN-00000144,2026-06-07 09:36:00
139,145,BANK_TRANSFER,222823.62,success,TXN-00000145,2026-08-17 14:21:00
140,146,CARD,66612.23,success,TXN-00000146,2026-08-23 21:04:00
141,147,BANK_TRANSFER,55459.88,success,TXN-00000147,2026-06-21 10:48:00
142,148,CASH,315845.01,success,TXN-00000148,2026-04-08 13:13:00
143,149,UPI,43029.9,success,TXN-00000149,2026-04-11 21:00:00
144,150,UPI,63630.83,success,TXN-00000150,2026-09-16 10:50:00
145,151,BANK_TRANSFER,150318.66,success,TXN-00000151,2026-08-28 20:33:00
146,152,CASH,48714.21,success,TXN-00000152,2026-08-15 15:13:00
147,153,BANK_TRANSFER,179413.42,success,TXN-00000153,2026-07-04 13:14:00
148,154,BANK_TRANSFER,56049.1,success,TXN-00000154,2026-06-05 13:31:00
149,155,CASH,266871.51,success,TXN-00000155,2026-04-21 16:45:00
150,156,CARD,349444.76,success,TXN-00000156,2026-09-12 12:08:00
151,157,BANK_TRANSFER,143015.09,success,TXN-00000157,2026-06-21 16:59:00
152,158,UPI,358530.63,success,TXN-00000158,2026-04-06 18:04:00
153,159,CASH,99191.91,success,TXN-00000159,2026-07-26 19:41:00
154,160,CASH,116435.24,success,TXN-00000160,2026-07-20 12:46:00
155,161,UPI,301988.15,success,TXN-00000161,2026-06-03 14:48:00
156,162,BANK_TRANSFER,225084.97,success,TXN-00000162,2026-06-30 19:12:00
157,163,CASH,378969.72,success,TXN-00000163,2026-04-23 15:02:00
158,164,UPI,378208.29,success,TXN-00000164,2026-05-13 15:16:00
159,165,CARD,71685.38,success,TXN-00000165,2026-07-01 20:54:00
160,166,BANK_TRANSFER,108848.05,success,TXN-00000166,2026-04-20 13:04:00
161,167,BANK_TRANSFER,143795.07,success,TXN-00000167,2026-04-12 19:42:00
162,168,CASH,27240.69,success,TXN-00000168,2026-06-01 15:26:00
163,169,BANK_TRANSFER,155160.79,success,TXN-00000169,2026-08-04 15:56:00
164,170,CARD,236414.88,success,TXN-00000170,2026-07-18 15:09:00
165,171,BANK_TRANSFER,332916.29,success,TXN-00000171,2026-07-29 15:09:00
166,172,CASH,355678.43,success,TXN-00000172,2026-06-05 18:16:00
167,173,BANK_TRANSFER,190266.68,success,TXN-00000173,2026-04-21 21:06:00
168,174,CARD,188121.21,success,TXN-00000174,2026-09-06 18:37:00
169,175,BANK_TRANSFER,200727.73,success,TXN-00000175,2026-06-17 16:11:00
170,176,CASH,234351.66,success,TXN-00000176,2026-09-09 20:45:00
171,177,CARD,215773.89,success,TXN-00000177,2026-09-13 16:15:00
172,178,CARD,214113.2,success,TXN-00000178,2026-06-15 20:51:00
173,179,CARD,78634.12,success,TXN-00000179,2026-07-16 16:25:00
174,180,CASH,42530.15,success,TXN-00000180,2026-04-17 14:38:00
175,181,UPI,174064.75,success,TXN-00000181,2026-08-21 14:01:00
176,182,CARD,17446.06,success,TXN-00000182,2026-08-22 09:56:00
177,183,CARD,37537.57,success,TXN-00000183,2026-08-08 17:01:00
178,184,CASH,320630.43,success,TXN-00000184,2026-07-31 14:19:00
179,185,CASH,195779.09,success,TXN-00000185,2026-04-03 21:15:00
180,186,BANK_TRANSFER,89909.84,success,TXN-00000186,2026-06-11 18:04:00
181,187,CASH,201464.14,success,TXN-00000187,2026-04-10 17:29:00
182,189,CARD,279094.26,success,TXN-00000189,2026-06-16 13:58:00
183,190,CARD,603776.47,success,TXN-00000190,2026-07-04 19:38:00
184,191,CASH,500214.97,success,TXN-00000191,2026-07-27 11:47:00
185,192,BANK_TRANSFER,327316.68,success,TXN-00000192,2026-07-05 13:24:00
186,193,BANK_TRANSFER,187274.61,success,TXN-00000193,2026-04-12 15:43:00
187,194,UPI,142797.67,success,TXN-00000194,2026-08-17 10:01:00
188,195,CARD,93003.17,success,TXN-00000195,2026-07-31 18:05:00
189,196,CARD,163219.41,success,TXN-00000196,2026-08-15 18:30:00
190,197,UPI,386950.56,success,TXN-00000197,2026-04-23 11:21:00
191,198,UPI,188173.37,success,TXN-00000198,2026-08-31 18:24:00
192,199,CARD,23241.54,success,TXN-00000199,2026-08-21 20:16:00
193,200,CARD,44811.09,success,TXN-00000200,2026-08-21 16:03:00
194,202,CARD,218883.84,success,TXN-00000202,2026-08-08 15:17:00
195,203,BANK_TRANSFER,304856.66,success,TXN-00000203,2026-04-03 19:38:00
196,204,CARD,115963.99,success,TXN-00000204,2026-05-16 20:24:00
197,205,BANK_TRANSFER,344371.02,success,TXN-00000205,2026-07-01 12:11:00
198,206,UPI,285991.01,success,TXN-00000206,2026-08-23 19:57:00
199,207,UPI,342459.24,success,TXN-00000207,2026-07-14 13:31:00
200,208,UPI,20762.21,success,TXN-00000208,2026-04-20 12:31:00
201,209,UPI,173619.08,success,TXN-00000209,2026-04-28 16:18:00
202,210,UPI,258107.61,success,TXN-00000210,2026-06-20 20:14:00
203,211,UPI,279019.3,success,TXN-00000211,2026-09-06 15:34:00
204,212,CARD,310631.0,success,TXN-00000212,2026-08-25 11:45:00
205,213,UPI,89152.09,success,TXN-00000213,2026-06-27 13:37:00
206,215,CASH,233460.63,success,TXN-00000215,2026-08-27 18:47:00
207,216,CASH,131208.25,success,TXN-00000216,2026-05-18 09:38:00
208,217,CASH,122729.24,success,TXN-00000217,2026-04-08 12:42:00
209,218,CASH,49927.06,success,TXN-00000218,2026-09-21 11:46:00
210,219,CARD,157712.84,success,TXN-00000219,2026-04-17 10:39:00
211,220,BANK_TRANSFER,15124.2,success,TXN-00000220,2026-08-16 13:57:00
212,221,BANK_TRANSFER,354455.31,success,TXN-00000221,2026-09-17 18:27:00
213,222,UPI,338466.07,success,TXN-00000222,2026-08-27 15:50:00
214,223,UPI,208653.96,success,TXN-00000223,2026-08-28 09:55:00
215,224,CASH,27750.74,success,TXN-00000224,2026-05-01 10:33:00
216,225,BANK_TRANSFER,291314.73,success,TXN-00000225,2026-09-02 12:02:00
217,226,BANK_TRANSFER,7356.11,success,TXN-00000226,2026-07-28 14:57:00
218,227,CASH,109549.06,success,TXN-00000227,2026-08-21 09:34:00
219,228,BANK_TRANSFER,215356.84,success,TXN-00000228,2026-09-23 15:55:00
220,229,CASH,245851.68,success,TXN-00000229,2026-08-24 16:47:00
221,230,BANK_TRANSFER,9606.86,success,TXN-00000230,2026-08-13 10:42:00
222,231,BANK_TRANSFER,108666.29,success,TXN-00000231,2026-08-16 15:57:00
223,232,BANK_TRANSFER,26323.31,success,TXN-00000232,2026-08-26 13:57:00
224,233,BANK_TRANSFER,377595.62,success,TXN-00000233,2026-08-24 16:44:00
225,234,CASH,78293.77,success,TXN-00000234,2026-08-24 10:47:00
226,235,CARD,210858.4,success,TXN-00000235,2026-08-05 16:01:00
227,236,BANK_TRANSFER,49505.68,success,TXN-00000236,2026-04-30 21:03:00
228,237,BANK_TRANSFER,42691.95,success,TXN-00000237,2026-05-12 11:59:00
229,238,UPI,104971.93,success,TXN-00000238,2026-06-09 11:41:00
230,239,UPI,207605.98,success,TXN-00000239,2026-09-01 09:11:00
231,240,UPI,239321.77,success,TXN-00000240,2026-05-13 09:39:00
232,241,CARD,88397.09,success,TXN-00000241,2026-04-17 20:01:00
233,242,BANK_TRANSFER,147045.75,success,TXN-00000242,2026-09-26 15:56:00
234,243,UPI,169229.03,success,TXN-00000243,2026-08-29 20:05:00
235,244,CASH,216032.18,success,TXN-00000244,2026-05-22 11:35:00
236,245,CASH,61488.43,success,TXN-00000245,2026-06-13 09:20:00
237,246,CARD,2597.07,success,TXN-00000246,2026-08-04 10:31:00
238,247,UPI,61172.17,success,TXN-00000247,2026-08-08 10:39:00
239,248,BANK_TRANSFER,383956.81,success,TXN-00000248,2026-07-30 16:42:00
240,250,CARD,19045.21,success,TXN-00000250,2026-06-18 19:44:00
241,251,CARD,313624.69,success,TXN-00000251,2026-06-29 17:54:00
242,252,BANK_TRANSFER,106637.8,success,TXN-00000252,2026-09-22 11:39:00
243,253,CARD,366320.15,success,TXN-00000253,2026-05-19 15:40:00
244,254,BANK_TRANSFER,74313.8,success,TXN-00000254,2026-05-14 16:06:00
245,255,UPI,115206.04,success,TXN-00000255,2026-09-28 11:40:00
246,256,UPI,188959.4,success,TXN-00000256,2026-04-22 15:11:00
247,257,CASH,260684.08,success,TXN-00000257,2026-09-02 18:10:00
248,258,CASH,242642.25,success,TXN-00000258,2026-04-15 15:18:00
249,259,BANK_TRANSFER,263350.25,success,TXN-00000259,2026-09-06 19:55:00
250,260,CARD,66332.97,success,TXN-00000260,2026-07-19 17:10:00
251,261,BANK_TRANSFER,229420.69,success,TXN-00000261,2026-08-06 10:44:00
252,262,BANK_TRANSFER,68929.29,success,TXN-00000262,2026-06-05 19:33:00
253,263,UPI,124047.21,success,TXN-00000263,2026-08-26 18:07:00
254,264,CARD,55453.88,success,TXN-00000264,2026-04-30 18:51:00
255,265,CARD,90150.84,success,TXN-00000265,2026-07-03 20:26:00
256,266,BANK_TRANSFER,316754.92,success,TXN-00000266,2026-09-22 16:11:00
257,267,CASH,64427.61,success,TXN-00000267,2026-05-24 21:26:00
258,268,UPI,410273.4,success,TXN-00000268,2026-07-10 14:55:00
259,270,CASH,197585.38,success,TXN-00000270,2026-07-19 20:12:00
260,271,CARD,152413.25,success,TXN-00000271,2026-07-13 12:23:00
261,272,CARD,286444.49,success,TXN-00000272,2026-07-28 19:25:00
262,273,BANK_TRANSFER,298514.75,success,TXN-00000273,2026-09-25 20:09:00
263,274,CASH,80454.91,success,TXN-00000274,2026-05-24 20:01:00
264,275,UPI,107719.08,success,TXN-00000275,2026-05-23 19:27:00
265,276,CASH,3643.5,success,TXN-00000276,2026-08-18 11:49:00
266,277,CARD,152796.44,success,TXN-00000277,2026-08-26 16:49:00
267,278,CASH,371930.65,success,TXN-00000278,2026-07-01 13:29:00
268,279,CASH,422192.05,success,TXN-00000279,2026-09-16 20:22:00
269,280,UPI,26972.07,success,TXN-00000280,2026-05-28 13:06:00
270,281,CARD,108460.57,success,TXN-00000281,2026-08-04 10:45:00
271,282,CASH,94017.1,success,TXN-00000282,2026-08-30 11:18:00
272,283,CASH,262792.26,success,TXN-00000283,2026-09-03 16:13:00
273,284,UPI,387288.26,success,TXN-00000284,2026-06-01 10:33:00
274,285,CARD,455611.03,success,TXN-00000285,2026-09-17 18:10:00
275,286,BANK_TRANSFER,208936.84,success,TXN-00000286,2026-06-16 16:20:00
276,287,CARD,163579.25,success,TXN-00000287,2026-07-27 14:33:00
277,288,CASH,209576.59,success,TXN-00000288,2026-05-10 19:20:00
278,289,CARD,380269.35,success,TXN-00000289,2026-05-06 15:03:00
279,290,UPI,126736.29,success,TXN-00000290,2026-08-04 17:36:00
280,291,UPI,135511.68,success,TXN-00000291,2026-04-04 19:29:00
281,292,UPI,200692.66,success,TXN-00000292,2026-08-03 11:11:00
282,293,BANK_TRANSFER,169314.85,success,TXN-00000293,2026-08-30 19:41:00
283,294,UPI,207640.99,success,TXN-00000294,2026-04-14 15:32:00
284,295,BANK_TRANSFER,99075.97,success,TXN-00000295,2026-09-17 20:32:00
285,296,UPI,203181.41,success,TXN-00000296,2026-04-25 19:02:00
286,297,CARD,130746.22,success,TXN-00000297,2026-09-28 17:17:00
287,298,BANK_TRANSFER,311455.48,success,TXN-00000298,2026-05-20 15:52:00
288,299,UPI,38954.75,success,TXN-00000299,2026-09-01 13:50:00
289,300,CASH,141481.07,success,TXN-00000300,2026-07-09 15:48:00
290,301,CARD,127012.74,success,TXN-00000301,2026-06-08 17:16:00
291,303,CASH,90894.86,success,TXN-00000303,2026-09-28 17:24:00
292,304,BANK_TRANSFER,340787.04,success,TXN-00000304,2026-04-05 17:54:00
293,305,CASH,159561.15,success,TXN-00000305,2026-08-05 11:30:00
294,306,UPI,325899.08,success,TXN-00000306,2026-05-16 16:08:00
295,307,UPI,434208.72,success,TXN-00000307,2026-04-22 13:27:00
296,308,CASH,246386.58,success,TXN-00000308,2026-04-12 10:42:00
297,309,CASH,61231.26,success,TXN-00000309,2026-05-14 10:44:00
298,310,UPI,408042.54,success,TXN-00000310,2026-05-09 11:53:00
299,311,CASH,207582.6,success,TXN-00000311,2026-09-15 11:25:00
300,312,BANK_TRANSFER,126003.71,success,TXN-00000312,2026-05-17 15:40:00
301,313,CARD,214200.74,success,TXN-00000313,2026-04-22 19:15:00
302,314,UPI,139084.46,success,TXN-00000314,2026-06-29 15:18:00
303,315,UPI,156962.62,success,TXN-00000315,2026-09-26 20:17:00
304,316,BANK_TRANSFER,141115.42,success,TXN-00000316,2026-07-16 12:14:00
305,317,BANK_TRANSFER,83078.38,success,TXN-00000317,2026-05-10 10:18:00
306,319,BANK_TRANSFER,293996.07,success,TXN-00000319,2026-09-06 09:21:00
307,320,CARD,121580.63,success,TXN-00000320,2026-04-20 14:59:00
308,321,CASH,83206.26,success,TXN-00000321,2026-04-22 18:37:00
309,322,UPI,132545.88,success,TXN-00000322,2026-07-11 17:31:00
310,323,CARD,67586.18,success,TXN-00000323,2026-04-10 13:36:00
311,324,BANK_TRANSFER,457131.72,success,TXN-00000324,2026-08-07 17:50:00
312,325,CASH,53760.78,success,TXN-00000325,2026-06-19 18:01:00
313,326,CASH,22941.36,success,TXN-00000326,2026-07-03 14:30:00
314,327,CARD,120433.88,success,TXN-00000327,2026-05-02 18:46:00
315,328,CARD,166492.31,success,TXN-00000328,2026-04-22 19:39:00
316,329,UPI,289475.85,success,TXN-00000329,2026-07-29 16:50:00
317,330,BANK_TRANSFER,12644.43,success,TXN-00000330,2026-05-10 16:25:00
318,331,BANK_TRANSFER,67754.13,success,TXN-00000331,2026-04-06 19:44:00
319,332,BANK_TRANSFER,264864.03,success,TXN-00000332,2026-04-14 11:24:00
320,333,CASH,258743.26,success,TXN-00000333,2026-09-18 18:43:00
321,334,CARD,8990.73,success,TXN-00000334,2026-04-01 17:13:00
322,335,UPI,364943.08,success,TXN-00000335,2026-05-24 13:13:00
323,336,UPI,259357.32,success,TXN-00000336,2026-07-05 11:56:00
324,337,BANK_TRANSFER,202280.26,success,TXN-00000337,2026-06-14 15:27:00
325,338,UPI,201204.54,success,TXN-00000338,2026-07-05 12:33:00
326,339,BANK_TRANSFER,504771.55,success,TXN-00000339,2026-08-11 20:43:00
327,340,UPI,283307.94,success,TXN-00000340,2026-06-21 17:11:00
328,341,BANK_TRANSFER,333987.26,success,TXN-00000341,2026-08-30 11:26:00
329,342,UPI,18521.78,success,TXN-00000342,2026-04-22 11:44:00
330,343,CASH,181659.14,success,TXN-00000343,2026-05-17 10:25:00
331,344,UPI,13002.74,success,TXN-00000344,2026-06-16 10:03:00
332,345,CARD,6069.9,success,TXN-00000345,2026-05-02 13:06:00
333,346,CASH,91052.24,success,TXN-00000346,2026-05-26 09:35:00
334,347,CASH,49430.1,success,TXN-00000347,2026-07-12 12:22:00
335,348,UPI,87378.13,success,TXN-00000348,2026-07-24 15:53:00
336,349,CASH,307529.02,success,TXN-00000349,2026-08-09 13:49:00
337,350,CASH,40375.62,success,TXN-00000350,2026-04-03 15:13:00
338,351,CASH,305409.53,success,TXN-00000351,2026-06-12 18:27:00
339,352,BANK_TRANSFER,238609.78,success,TXN-00000352,2026-05-14 18:24:00
340,353,CASH,77363.48,success,TXN-00000353,2026-06-21 14:48:00
341,354,CARD,148987.13,success,TXN-00000354,2026-09-12 10:59:00
342,355,UPI,48897.94,success,TXN-00000355,2026-07-04 17:09:00
343,356,BANK_TRANSFER,24741.48,success,TXN-00000356,2026-09-26 12:20:00
344,357,CARD,224667.7,success,TXN-00000357,2026-08-14 12:59:00
345,358,BANK_TRANSFER,2362.47,success,TXN-00000358,2026-08-05 09:17:00
346,359,BANK_TRANSFER,251499.37,success,TXN-00000359,2026-08-30 18:00:00
347,360,BANK_TRANSFER,145466.7,success,TXN-00000360,2026-07-12 12:10:00
348,361,CASH,196180.6,success,TXN-00000361,2026-09-17 17:40:00
349,362,UPI,379729.93,success,TXN-00000362,2026-07-07 21:28:00
350,363,CARD,301758.33,success,TXN-00000363,2026-04-17 17:18:00
351,364,BANK_TRANSFER,149875.01,success,TXN-00000364,2026-04-01 10:22:00
352,365,BANK_TRANSFER,18942.79,success,TXN-00000365,2026-06-07 10:38:00
353,366,CASH,157160.0,success,TXN-00000366,2026-04-12 09:58:00
354,367,CARD,230405.31,success,TXN-00000367,2026-07-27 10:04:00
355,368,CARD,198320.58,success,TXN-00000368,2026-08-26 20:53:00
356,369,CASH,254900.87,success,TXN-00000369,2026-08-29 15:27:00
357,370,BANK_TRANSFER,97089.75,success,TXN-00000370,2026-09-23 11:31:00
358,371,CARD,250802.9,success,TXN-00000371,2026-08-30 10:27:00
359,372,BANK_TRANSFER,85830.42,success,TXN-00000372,2026-04-21 13:28:00
360,373,CARD,107401.03,success,TXN-00000373,2026-06-06 13:48:00
361,374,UPI,550469.81,success,TXN-00000374,2026-08-24 19:54:00
362,375,BANK_TRANSFER,157160.07,success,TXN-00000375,2026-05-06 19:24:00
363,376,UPI,264056.61,success,TXN-00000376,2026-04-14 10:26:00
364,377,CARD,60740.61,success,TXN-00000377,2026-08-05 11:18:00
365,378,BANK_TRANSFER,2412.16,success,TXN-00000378,2026-09-02 10:46:00
366,379,BANK_TRANSFER,102068.3,success,TXN-00000379,2026-07-13 16:16:00
