sale_item_id,sale_id,product_id,quantity,unit_price,discount,tax,line_total
71,22,188,4,14567.29,5.03,10487.54,68751.67
72,23,185,4,189.21,17.24,133.13,872.73
73,23,17,4,25819.56,9490.04,16881.88,110670.08
74,23,169,2,10455.18,1538.26,3486.98,22859.08
75,24,52,1,30086.26,1752.36,5100.1,33434.0
76,25,4,2,35689.14,5616.75,11837.08,77598.61
77,26,211,3,18681.33,3557.81,9447.51,61933.69
78,27,50,2,45675.94,6248.77,15318.56,100421.67
79,27,135,2,25713.49,3446.16,8636.55,56617.37
80,28,227,2,19776.73,2610.36,6649.76,43592.86
81,28,27,3,12821.1,3034.9,6377.11,41805.51
82,28,43,4,16510.19,7398.04,10555.69,69198.41
83,28,203,3,32452.38,6426.52,16367.51,107298.13
84,29,156,2,36965.82,3327.48,12708.75,83312.91
85,29,62,3,34302.26,4445.68,17723.0,116184.1
86,29,145,4,17725.61,3807.46,12077.1,79172.08
87,30,57,3,20483.4,160.03,11032.23,72322.4
88,30,55,3,21783.95,7207.88,10465.91,68609.88
89,30,220,2,21280.0,481.54,7574.12,49652.58
90,31,208,4,7922.32,2163.99,5314.55,34839.84
91,31,77,2,19293.34,3399.95,6333.61,41520.34
92,31,24,3,4300.49,1227.56,2101.3,13775.21
93,32,236,3,18050.29,2260.89,9340.2,61230.18
94,33,163,4,1240.08,32.22,887.06,5815.16
95,34,13,4,40458.84,18857.84,25735.95,168713.47
96,34,173,1,15522.12,413.67,2719.52,17827.97
97,35,141,4,29486.44,3716.11,20561.34,134790.99
98,36,167,2,31659.13,1841.16,11065.88,72542.98
99,36,147,3,26528.08,7418.26,12989.88,85155.86
100,36,51,3,628.75,154.99,311.63,2042.89
101,36,144,1,33892.0,457.66,6018.18,39452.52
102,37,44,4,43728.99,13080.54,29130.38,190965.8
103,37,90,4,18461.71,397.69,13220.85,86670.0
104,37,158,2,36880.83,1767.49,12958.95,84953.12
105,38,4,1,35689.14,1306.73,6188.83,40571.24
106,38,88,4,33071.07,361.11,23746.17,155669.34
107,38,178,2,39619.34,7036.52,12996.39,85198.55
108,39,150,1,3654.09,112.02,637.57,4179.64
109,39,232,1,11511.84,392.34,2001.51,13121.01
110,39,170,3,19374.04,370.25,10395.34,68147.21
111,39,135,1,25713.49,205.5,4591.44,30099.43
112,40,131,3,41590.84,7256.7,21152.85,138668.67
113,40,182,1,26624.12,595.58,4685.14,30713.68
114,40,26,4,15276.03,4111.24,10258.72,67251.6
115,40,232,1,11511.84,54.91,2062.25,13519.18
116,41,91,2,33075.34,7906.28,10483.99,68728.39
117,41,161,3,41588.13,12155.44,20269.61,132878.56
118,41,78,3,5073.66,1604.92,2450.89,16066.95
119,42,23,4,3383.79,845.76,2284.09,14973.49
120,42,187,2,33639.08,3369.29,11503.6,75412.47
121,43,149,2,16854.36,3489.21,5439.51,35659.02
122,43,139,3,4824.95,1195.97,2390.2,15669.08
123,44,48,3,2802.25,846.92,1360.77,8920.6
124,45,39,1,39677.48,626.33,7029.21,46080.36
125,45,200,1,28469.05,2604.74,4655.58,30519.89
126,45,49,3,43844.62,9558.9,21955.49,143930.45
127,46,217,3,8518.31,564.18,4498.34,29489.09
128,46,155,4,37465.45,8837.87,25384.31,166408.24
129,46,121,2,18719.38,735.84,6606.53,43309.45
130,46,183,2,17183.22,132.91,6162.04,40395.57
131,46,167,1,31659.13,3515.82,5065.8,33209.11
132,47,126,2,14629.39,1501.17,4996.37,32753.98
133,47,177,1,37809.52,2758.26,6309.23,41360.49
134,47,84,4,10857.56,3753.42,7141.83,46818.65
135,47,222,4,28533.87,8375.33,19036.83,124796.98
136,47,118,1,9547.03,596.48,1611.1,10561.65
137,48,196,4,40456.71,7729.62,27737.5,181834.72
138,48,162,3,38305.79,10669.07,18764.69,123012.99
139,48,13,3,40458.84,6719.61,20638.24,135295.15
140,48,49,4,43844.62,6196.19,30452.81,199635.1
141,48,75,1,8532.47,706.44,1408.69,9234.72
142,49,229,4,33676.3,5228.62,23305.78,152782.36
143,49,179,1,40060.15,859.91,7056.04,46256.28
144,49,140,2,12249.39,2594.56,3942.76,25846.98
145,49,35,1,13199.49,396.12,2304.61,15107.98
146,49,101,2,46156.61,7957.86,15183.96,99539.32
147,50,157,1,10083.83,929.64,1647.75,10801.94
148,50,41,3,23389.54,4761.57,11773.27,77180.32
149,50,97,2,11972.84,465.86,4226.37,27706.19
150,50,141,2,29486.44,1265.79,10387.28,68094.37
151,50,98,1,20903.98,1052.51,3573.26,23424.73
152,51,196,4,40456.71,10554.37,27229.04,178501.51
153,51,65,1,41109.17,2999.25,6859.79,44969.71
154,51,4,4,35689.14,4075.04,24962.67,163644.19
155,51,118,4,9547.03,2079.29,6499.59,42608.42
156,51,128,4,48190.05,1836.73,34366.22,225289.69
157,52,13,2,40458.84,534.68,14468.94,94851.94
158,52,48,3,2802.25,37.04,1506.55,9876.26
159,53,157,2,10083.83,2338.54,3209.24,21038.36
160,53,170,3,19374.04,6496.75,9292.57,60917.94
161,53,178,1,39619.34,3653.75,6473.81,42439.4
162,54,35,3,13199.49,1564.34,6846.14,44880.27
163,54,32,4,25348.23,6383.45,17101.7,112111.17
164,54,178,2,39619.34,5819.8,13215.4,86634.28
165,54,221,1,32207.06,2208.25,5399.79,35398.6
166,55,110,3,6566.95,613.86,3435.66,22522.65
167,55,156,3,36965.82,12337.64,17740.77,116300.59
168,55,218,4,20584.33,5134.94,13896.43,91098.81
169,56,7,4,1179.48,354.1,785.49,5149.31
170,57,207,3,27779.78,2544.36,14543.1,95338.08
171,57,164,1,15908.19,587.53,2757.72,18078.38
172,57,55,3,21783.95,6015.24,10680.59,70017.2
173,57,3,1,33432.15,2751.48,5522.52,36203.19
174,57,52,3,30086.26,4289.63,15474.45,101443.6
175,58,205,4,26777.33,1997.2,18920.18,124032.3
176,58,10,4,31794.64,13614.08,20441.61,134006.09
177,58,166,3,33767.83,5621.98,17222.67,112904.18
178,58,35,4,13199.49,5878.25,8445.55,55365.26
179,59,17,1,25819.56,1050.81,4458.38,29227.13
180,59,39,4,39677.48,11932.02,26420.02,173197.92
181,59,72,2,12573.73,1723.05,4216.39,27640.8
182,60,128,2,48190.05,4297.59,16574.85,108657.36
183,61,200,2,28469.05,6240.56,9125.56,59823.1
184,62,80,1,9554.15,942.58,1550.08,10161.65
185,62,199,2,19178.46,944.44,6734.25,44146.73
186,62,84,1,10857.56,598.51,1846.63,12105.68
187,62,37,1,36875.04,18.19,6634.23,43491.08
188,62,197,1,13368.44,1102.18,2207.93,14474.19
189,63,6,3,9654.29,2220.35,4813.65,31556.17
190,63,148,2,32803.6,2526.25,11354.57,74435.52
191,63,195,2,42664.46,2934.3,14831.03,97225.65
192,64,160,1,7458.41,184.89,1309.23,8582.75
193,65,157,4,10083.83,245.53,7216.16,47305.95
194,65,229,1,33676.3,1902.32,5719.32,37493.3
195,65,87,1,21959.44,279.13,3902.46,25582.77
196,66,183,1,17183.22,2007.72,2731.59,17907.09
197,66,195,4,42664.46,11627.72,28625.42,187655.54
198,67,121,3,18719.38,6151.75,9001.15,59007.54
199,67,60,4,24754.89,2178.66,17431.36,114272.26
200,67,58,3,43014.0,12214.27,21028.99,137856.72
201,67,37,3,36875.04,6017.34,18829.4,123437.18
202,68,155,1,37465.45,1823.9,6415.48,42057.03
203,68,148,1,32803.6,1282.76,5673.75,37194.59
204,68,33,1,39008.3,3709.37,6353.81,41652.74
205,69,99,4,21866.86,8232.23,14262.34,93497.55
206,69,17,4,25819.56,7029.67,17324.74,113573.31
207,69,88,3,33071.07,6482.91,16691.45,109421.75
208,69,54,2,4901.82,203.62,1728.0,11328.02
209,70,46,1,5015.71,412.6,828.56,5431.67
210,70,79,4,15130.34,2377.82,10465.84,68609.38
211,70,104,1,15989.17,173.71,2846.78,18662.24
212,70,18,2,16802.96,3578.07,5405.01,35432.86
213,71,148,3,32803.6,3539.66,17076.81,111947.95
214,71,115,3,7640.14,2526.29,3670.94,24065.07
215,71,51,4,628.75,216.63,413.71,2712.08
216,71,53,3,12091.35,4310.62,5753.42,37716.85
217,71,175,1,27514.3,2018.97,4589.16,30084.49
218,72,211,1,18681.33,527.35,3267.72,21421.7
219,72,92,4,39462.15,11842.7,26281.06,172286.96
220,72,29,4,7930.98,1545.71,5432.08,35610.29
221,72,221,4,32207.06,8427.2,21672.19,142073.23
222,72,73,2,17456.78,1989.53,5926.33,38850.36
223,73,3,1,33432.15,577.69,5913.8,38768.26
224,73,19,4,37198.47,11747.46,24668.36,161714.78
225,74,229,4,33676.3,10074.58,22433.51,147064.13
226,74,202,4,22486.45,5498.37,15200.54,99647.97
227,74,179,4,40060.15,7397.63,27511.73,180354.7
228,74,155,2,37465.45,1670.58,13186.86,86447.18
229,75,10,4,31794.64,10757.51,20955.79,137376.84
230,76,21,2,27939.78,3168.05,9488.07,62199.58
231,76,134,1,29515.74,2422.91,4876.71,31969.54
232,76,228,3,11203.89,2472.63,5605.03,36744.07
233,76,157,3,10083.83,1942.27,5095.66,33404.88
234,76,23,1,3383.79,190.39,574.81,3768.21
235,77,178,3,39619.34,10368.77,19528.06,128017.31
236,78,7,1,1179.48,120.51,190.61,1249.58
237,78,74,3,24770.89,2247.67,12971.7,85036.7
238,78,125,3,28195.42,2793.55,14722.69,96515.4
239,78,22,3,9607.6,49.12,5179.26,33952.94
240,78,33,1,39008.3,2826.49,6512.73,42694.54
241,79,125,1,28195.42,1160.01,4866.37,31901.78
242,79,47,1,34112.86,3959.87,5427.54,35580.53
243,80,186,3,24680.72,482.69,13240.7,86800.17
244,80,164,3,15908.19,4326.62,7811.63,51209.58
245,80,43,1,16510.19,104.06,2953.1,19359.23
246,80,54,4,4901.82,938.2,3360.43,22029.51
247,81,4,4,35689.14,6544.03,24518.26,160730.79
248,81,74,3,24770.89,8576.54,11832.5,77568.63
249,81,238,1,19991.97,233.58,3556.51,23314.9
250,81,205,3,26777.33,9217.46,12800.62,83915.15
251,82,101,2,46156.61,8134.42,15152.18,99330.98
252,82,119,2,36904.39,4605.25,12456.64,81660.17
253,82,198,2,112.51,8.46,38.98,255.54
254,82,173,1,15522.12,1253.2,2568.41,16837.33
255,82,192,1,13341.13,19.15,2397.96,15719.94
256,83,7,1,1179.48,8.05,210.86,1382.29
257,84,206,2,37695.53,2291.91,13157.85,86257.0
258,84,48,4,2802.25,888.4,1857.71,12178.31
259,84,230,1,26170.26,2006.05,4349.56,28513.77
260,84,29,3,7930.98,2196.64,3887.33,25483.63
261,84,179,3,40060.15,3711.22,20964.46,137433.69
262,85,46,4,5015.71,2358.0,3186.87,20891.71
263,85,113,2,2640.7,386.79,881.03,5775.64
264,85,18,2,16802.96,2603.05,5580.52,36583.39
265,86,9,1,9902.75,83.67,1767.43,11586.51
266,87,171,4,32844.1,4200.42,22891.68,150067.66
267,88,139,2,4824.95,3.83,1736.29,11382.36
268,89,162,1,38305.79,1679.43,6592.74,43219.1
269,90,99,2,21866.86,1568.49,7589.74,49754.97
270,91,36,2,10167.03,61.89,3648.99,23921.16
271,91,10,2,31794.64,3733.19,10774.1,70630.19
272,92,87,1,21959.44,1068.57,3760.36,24651.23
273,93,10,2,31794.64,3730.62,10774.56,70633.22
274,94,211,4,18681.33,5480.89,12464.0,81708.43
275,94,204,1,3813.54,374.25,619.07,4058.36
276,94,25,1,27064.69,370.83,4804.89,31498.75
277,95,176,2,43250.55,3338.15,14969.33,98132.28
278,96,194,2,5562.52,929.56,1835.19,12030.67
279,96,107,2,19641.45,2067.83,6698.71,43913.78
280,97,21,1,27939.78,2369.54,4602.64,30172.88
281,97,2,3,11408.11,1709.39,5852.69,38367.63
282,97,46,4,5015.71,1666.88,3311.27,21707.23
283,97,238,2,19991.97,686.55,7073.53,46370.92
284,98,184,1,11705.83,881.02,1948.47,12773.28
285,98,128,3,48190.05,6034.71,24936.38,163471.82
286,99,119,2,36904.39,2448.33,12844.88,84205.33
287,99,198,2,112.51,3.04,39.96,261.94
288,100,73,3,17456.78,2100.85,9048.51,59318.0
289,100,54,4,4901.82,101.92,3510.96,23016.32
290,100,112,1,24992.69,2773.77,3999.41,26218.33
291,101,149,3,16854.36,1395.92,8850.09,58017.25
292,101,84,1,10857.56,424.92,1877.88,12310.52
293,101,108,1,46203.27,1314.68,8079.95,52968.54
294,101,51,4,628.75,262.53,405.44,2657.91
295,101,192,4,13341.13,5708.07,8578.16,56234.61
296,102,96,2,17662.28,2679.1,5876.18,38521.64
297,102,35,3,13199.49,960.87,6954.77,45592.37
298,102,118,2,9547.03,73.54,3423.69,22444.21
299,102,185,1,189.21,6.37,32.91,215.75
300,103,155,2,37465.45,5198.3,12551.87,82284.47
301,103,41,2,23389.54,485.42,8332.86,54626.52
302,103,203,4,32452.38,13430.6,20948.21,137327.13
303,104,64,4,1034.97,287.87,693.36,4545.37
304,104,84,2,10857.56,2381.08,3480.13,22814.17
305,105,101,1,46156.61,2505.98,7857.11,51507.74
306,105,123,2,9421.34,187.88,3357.86,22012.66
307,105,208,1,7922.32,658.97,1307.4,8570.75
308,105,205,4,26777.33,12209.61,17081.95,111981.66
309,105,179,2,40060.15,3445.87,13801.4,90475.83
310,106,192,2,13341.13,2799.07,4298.97,28182.16
311,106,150,4,3654.09,324.39,2572.55,16864.52
312,106,7,3,1179.48,266.15,589.01,3861.3
313,106,117,1,27023.51,2790.07,4362.02,28595.46
314,106,119,1,36904.39,1704.45,6335.99,41535.93
315,107,202,1,22486.45,1674.22,3746.2,24558.43
316,107,176,3,43250.55,11455.94,21293.23,139588.94
317,108,94,3,35740.44,2255.09,18893.92,123860.15
318,109,189,2,28066.42,5073.33,9190.71,60250.22
319,109,193,2,16913.96,1300.87,5854.87,38381.92
320,109,149,3,16854.36,3055.42,8551.38,56059.04
321,109,224,4,31527.62,4194.11,21944.95,143861.32
322,110,231,1,3326.96,75.2,585.32,3837.08
323,110,75,4,8532.47,357.58,6079.01,39851.31
324,110,116,4,3361.81,1448.99,2159.68,14157.93
325,110,159,3,18286.08,6308.19,8739.01,57289.06
326,110,95,1,8312.81,109.1,1476.67,9680.38
327,111,175,4,27514.3,4578.82,18986.11,124464.49
328,111,139,4,4824.95,1708.52,3166.43,20757.71
329,111,239,1,26635.98,931.78,4626.76,30330.96
330,111,34,1,9115.19,24.1,1636.4,10727.49
331,112,171,4,32844.1,7220.56,22348.05,146503.89
332,112,179,2,40060.15,8636.47,12867.09,84350.92
333,112,136,3,34274.09,2119.01,18126.59,118829.85
334,112,216,3,4678.54,381.96,2457.66,16111.32
335,112,141,3,29486.44,10304.35,14067.89,92222.86
336,113,183,3,17183.22,1127.58,9075.97,59498.05
337,113,138,2,5484.92,1104.88,1775.69,11640.65
338,114,67,1,41997.34,3354.18,6955.77,45598.93
339,114,95,3,8312.81,442.74,4409.22,28904.91
340,114,48,4,2802.25,726.16,1886.91,12369.75
341,114,53,2,12091.35,1548.59,4074.14,26708.25
342,115,190,3,14801.53,3448.87,7372.03,48327.75
343,116,87,4,21959.44,9488.32,14102.9,92452.34
344,116,177,2,37809.52,6152.44,12503.99,81970.59
345,116,29,1,7930.98,293.21,1374.8,9012.57
346,116,188,4,14567.29,4317.9,9711.23,63662.49
347,117,57,2,20483.4,110.85,7354.07,48210.02
348,117,201,4,18244.99,5929.45,12069.09,79119.6
349,117,240,1,39567.79,4633.42,6288.19,41222.56
350,117,197,4,13368.44,1247.76,9400.68,61626.68
351,117,72,3,12573.73,2730.28,6298.36,41289.27
352,118,4,3,35689.14,3958.31,18559.64,121668.75
353,118,73,4,17456.78,7326.0,11250.2,73751.32
354,118,89,1,4268.91,110.49,748.52,4906.94
355,119,36,1,10167.03,175.25,1798.52,11790.3
356,119,214,3,25781.44,4405.04,13129.07,86068.35
357,119,151,3,39931.59,950.44,21391.98,140236.31
358,119,154,4,14680.42,623.26,10457.72,68556.14
359,120,214,3,25781.44,5140.62,12996.67,85200.37
360,120,98,1,20903.98,2063.97,3391.2,22231.21
361,121,77,4,19293.34,1149.98,13684.21,89707.59
362,121,164,3,15908.19,2389.04,8160.4,53495.93
363,121,214,4,25781.44,11221.65,16542.74,108446.85
364,122,149,4,16854.36,7025.0,10870.64,71263.08
365,122,124,4,10290.63,4812.35,6543.03,42893.2
366,122,145,1,17725.61,793.83,3047.72,19979.5
367,123,225,2,36716.34,466.05,13133.99,86100.62
368,123,178,3,39619.34,5983.51,20317.41,133191.92
369,123,35,3,13199.49,231.48,7086.06,46453.05
370,123,92,3,39462.15,7523.87,19955.26,130817.84
371,124,212,3,8937.81,873.45,4669.2,30609.18
372,124,217,3,8518.31,293.88,4546.99,29808.04
373,124,176,3,43250.55,12819.17,21047.85,137980.33
374,125,129,2,3101.06,591.76,1009.86,6620.22
375,125,57,1,20483.4,1025.84,3502.36,22959.92
376,126,36,3,10167.03,630.3,5376.74,35247.53
377,126,210,3,33886.56,350.84,18235.59,119544.43
378,126,114,1,23667.1,631.51,4146.41,27182.0
379,127,177,1,37809.52,85.33,6790.35,44514.54
380,127,196,4,40456.71,14706.84,26481.6,173601.6
381,127,201,1,18244.99,429.89,3206.72,21021.82
382,127,29,1,7930.98,754.76,1291.72,8467.94
383,128,194,1,5562.52,522.23,907.25,5947.54
384,129,217,3,8518.31,2909.56,4076.17,26721.54
385,129,192,3,13341.13,1691.56,6899.73,45231.56
386,130,184,3,11705.83,723.87,6190.85,40584.47
387,130,50,1,45675.94,5336.3,7261.14,47600.78
388,131,173,3,15522.12,5483.47,7394.92,48477.81
389,131,28,4,29031.11,2985.89,20364.94,133503.49
390,131,47,2,34112.86,3336.88,11679.99,76568.83
391,131,214,3,25781.44,1147.31,13715.46,89912.47
392,132,30,3,7051.18,1744.02,3493.71,22903.23
393,132,99,4,21866.86,2370.79,15317.4,100414.05
394,132,73,4,17456.78,2434.92,12130.6,79522.8
395,132,117,4,27023.51,2448.78,19016.15,124661.41
396,133,102,4,34567.4,8672.2,23327.53,152924.93
397,134,17,2,25819.56,2098.4,8917.33,58458.05
398,134,94,4,35740.44,2106.04,25354.03,166209.75
399,135,171,3,32844.1,1742.53,17422.16,114211.93
400,135,155,4,37465.45,1942.87,26625.41,174544.34
401,135,104,3,15989.17,2816.7,8127.15,53277.96
402,135,125,2,28195.42,4252.12,9384.97,61523.69
403,136,155,3,37465.45,8388.82,18721.36,122728.89
404,136,174,1,40361.15,3681.77,6602.29,43281.67
405,136,84,4,10857.56,4131.42,7073.79,46372.61
406,136,40,2,11047.42,778.35,3836.97,25153.46
407,137,99,4,21866.86,3301.64,15149.84,99315.64
408,138,126,2,14629.39,1097.06,5069.11,33230.83
409,138,111,4,43082.21,10080.31,29204.74,191453.27
410,139,101,3,46156.61,8219.98,23444.97,153694.82
411,140,152,1,37157.0,571.61,6585.37,43170.76
412,141,90,2,18461.71,1039.57,6459.09,42342.94
413,141,15,3,37893.41,8083.1,19007.48,124604.61
414,141,170,1,19374.04,2020.19,3123.69,20477.54
415,141,63,1,120.39,4.88,20.79,136.3
416,142,179,4,40060.15,11306.37,26808.16,175742.39
417,143,26,3,15276.03,2731.71,7757.35,50853.73
418,143,177,3,37809.52,2268.03,20008.9,131169.43
419,143,173,3,15522.12,2030.3,8016.49,52552.55
420,143,53,4,12091.35,1170.98,8495.0,55689.42
421,144,103,1,20030.13,1725.09,3294.91,21599.95
422,144,206,1,37695.53,2677.28,6303.28,41321.53
423,144,58,3,43014.0,1041.68,23040.06,151040.38
424,144,160,4,7458.41,1529.05,5094.83,33399.42
425,144,191,3,30208.27,8652.69,14754.98,96727.1
426,145,103,4,20030.13,6456.69,13259.49,86923.32
427,145,65,2,41109.17,8691.1,13234.9,86762.14
428,145,160,2,7458.41,1032.56,2499.17,16383.43
429,145,132,2,15074.48,2390.71,4996.48,32754.73
430,146,134,2,29515.74,2580.44,10161.19,66612.23
431,147,217,3,8518.31,2525.98,4145.21,27174.16
432,147,106,2,12366.02,761.09,4314.77,28285.72
433,148,119,4,36904.39,7475.69,25225.54,165367.41
434,148,125,1,28195.42,683.42,4952.16,32464.16
435,148,144,3,33892.0,1664.61,18002.05,118013.44
436,149,15,1,37893.41,1427.39,6563.88,43029.9
437,150,61,1,33657.04,2108.11,5678.81,37227.74
438,150,29,3,7930.98,1417.44,4027.59,26403.09
439,151,240,2,39567.79,1370.1,13997.79,91763.27
440,151,109,2,25465.9,1308.59,8932.18,58555.39
441,152,82,4,10944.45,2494.57,7430.98,48714.21
442,153,9,1,9902.75,820.76,1634.76,10716.75
443,153,216,2,4678.54,284.06,1633.14,10706.16
444,153,190,4,14801.53,2197.27,10261.59,67270.44
445,153,170,3,19374.04,6299.21,9328.12,61151.03
446,153,205,1,26777.33,1718.82,4510.53,29569.04
447,154,77,2,19293.34,4240.94,6182.23,40527.97
448,154,54,3,4901.82,1551.96,2367.63,15521.13
449,155,238,4,19991.97,8413.53,12879.78,84434.13
450,155,216,1,4678.54,462.84,758.83,4974.53
451,155,86,3,41540.1,7571.95,21068.7,138117.05
452,155,184,3,11705.83,1773.59,6001.9,39345.8
453,156,203,4,32452.38,3116.6,22804.73,149497.65
454,156,165,3,37776.85,4266.51,19631.53,128695.57
455,156,35,1,13199.49,175.55,2344.31,15368.25
456,156,1,2,25243.55,3128.38,8524.57,55883.29
457,157,67,3,41997.34,12088.11,20502.7,134406.61
458,157,45,2,3684.98,74.64,1313.16,8608.48
459,158,161,2,41588.13,2612.9,14501.4,95064.76
460,158,59,2,13506.51,161.37,4833.3,31684.95
461,158,233,4,21896.66,6310.37,14629.73,95906.0
462,158,23,2,3383.79,72.33,1205.14,7900.39
463,158,119,3,36904.39,2260.18,19521.54,127974.53
464,159,58,2,43014.0,1967.06,15130.97,99191.91
465,160,211,2,18681.33,1875.6,6387.67,41874.73
466,160,73,4,17456.78,6640.25,11373.64,74560.51
467,161,22,3,9607.6,3370.19,4581.47,30034.08
468,161,3,4,33432.15,11022.22,22087.15,144793.53
469,161,121,4,18719.38,6365.67,12332.13,80843.98
470,161,35,3,13199.49,347.15,7065.24,46316.56
471,162,182,3,26624.12,4835.88,13506.57,88543.05
472,162,192,4,13341.13,1937.18,9256.92,60684.26
473,162,208,4,7922.32,2552.62,5244.6,34381.26
474,162,12,2,13880.48,3224.91,4416.49,28952.54
475,162,2,1,11408.11,794.67,1910.42,12523.86
476,163,111,1,43082.21,5058.8,6844.21,44867.62
477,163,37,4,36875.04,15428.74,23772.86,155844.28
478,163,67,3,41997.34,11306.37,20643.42,135329.07
479,163,30,4,7051.18,957.58,4904.49,32151.63
480,163,81,3,3286.08,725.09,1643.97,10777.12
481,164,196,4,40456.71,1033.53,28942.8,189736.11
482,164,39,2,39677.48,519.62,14190.36,93025.7
483,164,143,2,23230.7,199.95,8327.06,54588.51
484,164,219,3,11772.86,693.18,6232.57,40857.97
485,165,118,2,9547.03,283.33,3385.93,22196.66
486,165,127,1,3238.17,79.17,568.62,3727.62
487,165,29,3,7930.98,515.8,4189.89,27467.03
488,165,217,2,8518.31,1533.17,2790.62,18294.07
489,166,174,1,40361.15,1376.87,7017.17,46001.45
490,166,25,1,27064.69,1280.17,4641.21,30425.73
491,166,228,1,11203.89,1125.29,1814.15,11892.75
492,166,85,2,8728.6,60.49,3131.41,20528.12
493,167,84,2,10857.56,550.78,3809.58,24973.92
494,167,188,1,14567.29,1401.18,2369.9,15536.01
495,167,233,3,21896.66,2547.49,11365.65,74508.14
496,167,205,1,26777.33,2390.04,4389.71,28777.0
497,168,219,2,11772.86,460.39,4155.36,27240.69
498,169,232,2,11511.84,991.98,3965.71,25997.41
499,169,176,1,43250.55,4318.41,7007.79,45939.93
500,169,155,2,37465.45,4402.55,12695.1,83223.45
501,170,112,4,24992.69,1115.04,17794.03,116649.75
502,170,162,3,38305.79,13421.5,18269.26,119765.13
503,171,77,3,19293.34,5844.99,9366.31,61401.34
504,171,39,4,39677.48,5627.5,27554.84,180637.26
