inventory_id,store_id,product_id,quantity,reorder_level,updated_at
309,2,25,37,19,2026-09-15 18:00:00
310,2,12,21,13,2026-09-15 18:00:00
311,2,215,33,23,2026-09-15 18:00:00
312,2,8,58,15,2026-09-15 18:00:00
313,2,55,34,15,2026-09-15 18:00:00
314,2,217,58,25,2026-09-15 18:00:00
315,2,218,39,16,2026-09-15 18:00:00
316,2,176,77,20,2026-09-15 18:00:00
317,2,26,25,22,2026-09-15 18:00:00
318,2,50,31,23,2026-09-15 18:00:00
319,2,191,31,21,2026-09-15 18:00:00
320,2,108,21,20,2026-09-15 18:00:00
321,2,3,63,15,2026-09-15 18:00:00
322,2,202,38,24,2026-09-15 18:00:00
323,2,51,67,11,2026-09-15 18:00:00
324,2,74,55,23,2026-09-15 18:00:00
325,2,101,10,23,2026-09-15 18:00:00
326,2,136,45,23,2026-09-15 18:00:00
327,2,158,50,19,2026-09-15 18:00:00
328,2,97,45,15,2026-09-15 18:00:00
329,2,79,41,18,2026-09-15 18:00:00
330,2,155,13,20,2026-09-15 18:00:00
331,2,183,60,24,2026-09-15 18:00:00
332,2,212,26,19,2026-09-15 18:00:00
333,2,179,80,19,2026-09-15 18:00:00
334,2,7,28,17,2026-09-15 18:00:00
335,2,235,35,25,2026-09-15 18:00:00
336,2,22,73,18,2026-09-15 18:00:00
337,2,220,58,25,2026-09-15 18:00:00
338,2,209,5,12,2026-09-15 18:00:00
339,2,206,45,11,2026-09-15 18:00:00
340,2,5,73,18,2026-09-15 18:00:00
341,2,100,65,14,2026-09-15 18:00:00
342,2,184,58,11,2026-09-15 18:00:00
343,2,119,75,11,2026-09-15 18:00:00
344,2,208,19,24,2026-09-15 18:00:00
345,2,133,16,16,2026-09-15 18:00:00
346,2,239,24,24,2026-09-15 18:00:00
347,2,198,70,21,2026-09-15 18:00:00
348,2,240,24,11,2026-09-15 18:00:00
349,2,137,71,10,2026-09-15 18:00:00
350,2,87,11,15,2026-09-15 18:00:00
351,2,34,42,22,2026-09-15 18:00:00
352,2,19,7,22,2026-09-15 18:00:00
353,2,200,72,14,2026-09-15 18:00:00
354,2,138,57,16,2026-09-15 18:00:00
355,2,238,67,21,2026-09-15 18:00:00
356,2,128,9,23,2026-09-15 18:00:00
357,2,56,49,12,2026-09-15 18:00:00
358,2,96,37,10,2026-09-15 18:00:00
359,2,60,32,17,2026-09-15 18:00:00
360,2,28,70,12,2026-09-15 18:00:00
361,3,111,18,18,2026-09-15 18:00:00
362,3,238,30,24,2026-09-15 18:00:00
363,3,149,62,20,2026-09-15 18:00:00
364,3,107,73,13,2026-09-15 18:00:00
365,3,121,71,15,2026-09-15 18:00:00
366,3,86,31,21,2026-09-15 18:00:00
367,3,210,22,17,2026-09-15 18:00:00
368,3,2,18,16,2026-09-15 18:00:00
369,3,77,20,21,2026-09-15 18:00:00
370,3,232,17,15,2026-09-15 18:00:00
371,3,108,39,20,2026-09-15 18:00:00
372,3,70,74,24,2026-09-15 18:00:00
373,3,162,18,25,2026-09-15 18:00:00
374,3,177,44,24,2026-09-15 18:00:00
375,3,54,67,22,2026-09-15 18:00:00
376,3,182,12,18,2026-09-15 18:00:00
377,3,14,53,10,2026-09-15 18:00:00
378,3,127,39,13,2026-09-15 18:00:00
379,3,128,45,16,2026-09-15 18:00:00
380,3,47,36,22,2026-09-15 18:00:00
381,3,13,8,12,2026-09-15 18:00:00
382,3,120,35,14,2026-09-15 18:00:00
383,3,170,14,15,2026-09-15 18:00:00
384,3,132,20,13,2026-09-15 18:00:00
385,3,220,6,20,2026-09-15 18:00:00
386,3,196,42,15,2026-09-15 18:00:00
387,3,48,16,23,2026-09-15 18:00:00
388,3,140,43,13,2026-09-15 18:00:00
389,3,41,57,12,2026-09-15 18:00:00
390,3,179,50,16,2026-09-15 18:00:00
391,3,118,49,20,2026-09-15 18:00:00
392,3,189,69,25,2026-09-15 18:00:00
393,3,58,16,18,2026-09-15 18:00:00
394,3,146,49,19,2026-09-15 18:00:00
395,3,137,41,24,2026-09-15 18:00:00
396,3,12,35,25,2026-09-15 18:00:00
397,3,239,49,21,2026-09-15 18:00:00
398,3,200,72,24,2026-09-15 18:00:00
399,3,157,68,20,2026-09-15 18:00:00
400,3,215,15,22,2026-09-15 18:00:00
401,3,206,54,12,2026-09-15 18:00:00
402,3,191,43,17,2026-09-15 18:00:00
403,3,131,68,18,2026-09-15 18:00:00
404,3,201,77,24,2026-09-15 18:00:00
405,3,172,35,24,2026-09-15 18:00:00
406,3,148,15,16,2026-09-15 18:00:00
407,3,235,78,12,2026-09-15 18:00:00
408,3,208,49,24,2026-09-15 18:00:00
409,3,123,52,24,2026-09-15 18:00:00
410,3,234,12,17,2026-09-15 18:00:00
411,3,80,46,19,2026-09-15 18:00:00
412,3,115,64,16,2026-09-15 18:00:00
413,3,183,68,11,2026-09-15 18:00:00
414,3,100,68,18,2026-09-15 18:00:00
415,3,160,32,13,2026-09-15 18:00:00
416,3,226,37,12,2026-09-15 18:00:00
417,3,7,79,16,2026-09-15 18:00:00
418,3,74,77,23,2026-09-15 18:00:00
419,3,225,57,14,2026-09-15 18:00:00
420,3,87,77,12,2026-09-15 18:00:00
421,3,19,72,14,2026-09-15 18:00:00
422,3,10,64,15,2026-09-15 18:00:00
423,3,93,9,17,2026-09-15 18:00:00
424,3,138,52,24,2026-09-15 18:00:00
425,3,56,38,11,2026-09-15 18:00:00
426,3,125,47,24,2026-09-15 18:00:00
427,3,141,12,24,2026-09-15 18:00:00
428,3,190,44,24,2026-09-15 18:00:00
429,3,154,38,13,2026-09-15 18:00:00
430,3,217,68,13,2026-09-15 18:00:00
431,3,110,46,19,2026-09-15 18:00:00
432,3,11,17,10,2026-09-15 18:00:00
433,3,16,47,13,2026-09-15 18:00:00
434,3,96,36,21,2026-09-15 18:00:00
435,3,231,75,12,2026-09-15 18:00:00
436,3,36,66,21,2026-09-15 18:00:00
437,3,178,61,12,2026-09-15 18:00:00
438,3,180,16,20,2026-09-15 18:00:00
439,3,136,39,22,2026-09-15 18:00:00
440,3,171,62,18,2026-09-15 18:00:00
441,3,112,75,20,2026-09-15 18:00:00
442,3,133,37,19,2026-09-15 18:00:00
443,3,202,64,16,2026-09-15 18:00:00
444,3,216,25,22,2026-09-15 18:00:00
445,3,90,7,12,2026-09-15 18:00:00
446,3,156,38,25,2026-09-15 18:00:00
447,3,5,44,21,2026-09-15 18:00:00
448,3,126,10,15,2026-09-15 18:00:00
449,3,236,76,19,2026-09-15 18:00:00
450,3,198,34,13,2026-09-15 18:00:00
451,3,139,18,20,2026-09-15 18:00:00
452,3,68,40,10,2026-09-15 18:00:00
453,3,59,61,25,2026-09-15 18:00:00
454,3,147,12,13,2026-09-15 18:00:00
455,3,95,65,23,2026-09-15 18:00:00
456,3,6,5,17,2026-09-15 18:00:00
457,3,26,54,21,2026-09-15 18:00:00
458,3,203,12,15,2026-09-15 18:00:00
459,3,21,33,15,2026-09-15 18:00:00
460,3,75,39,15,2026-09-15 18:00:00
461,3,228,50,12,2026-09-15 18:00:00
462,3,55,35,12,2026-09-15 18:00:00
463,3,85,10,19,2026-09-15 18:00:00
464,3,205,64,12,2026-09-15 18:00:00
465,3,44,64,18,2026-09-15 18:00:00
466,3,109,31,13,2026-09-15 18:00:00
467,3,91,38,23,2026-09-15 18:00:00
468,3,40,6,12,2026-09-15 18:00:00
469,3,192,39,20,2026-09-15 18:00:00
470,3,211,71,13,2026-09-15 18:00:00
471,3,83,7,20,2026-09-15 18:00:00
472,3,209,56,13,2026-09-15 18:00:00
473,3,57,75,18,2026-09-15 18:00:00
474,3,1,65,25,2026-09-15 18:00:00
475,3,167,65,16,2026-09-15 18:00:00
476,3,194,45,22,2026-09-15 18:00:00
477,3,199,62,13,2026-09-15 18:00:00
478,3,155,76,16,2026-09-15 18:00:00
479,3,193,22,21,2026-09-15 18:00:00
480,3,153,23,21,2026-09-15 18:00:00
481,3,222,42,24,2026-09-15 18:00:00
482,3,63,6,24,2026-09-15 18:00:00
483,3,72,53,18,2026-09-15 18:00:00
484,3,15,62,20,2026-09-15 18:00:00
485,3,184,63,12,2026-09-15 18:00:00
486,3,69,10,17,2026-09-15 18:00:00
487,3,152,13,24,2026-09-15 18:00:00
488,3,71,63,21,2026-09-15 18:00:00
489,3,224,27,24,2026-09-15 18:00:00
490,3,32,5,17,2026-09-15 18:00:00
491,3,145,5,22,2026-09-15 18:00:00
492,3,214,27,12,2026-09-15 18:00:00
493,3,219,29,10,2026-09-15 18:00:00
494,3,213,79,15,2026-09-15 18:00:00
495,3,35,31,23,2026-09-15 18:00:00
496,3,158,45,21,2026-09-15 18:00:00
497,3,3,26,17,2026-09-15 18:00:00
498,3,233,69,20,2026-09-15 18:00:00
499,3,144,75,25,2026-09-15 18:00:00
500,3,105,6,25,2026-09-15 18:00:00
501,3,53,22,14,2026-09-15 18:00:00
502,3,174,23,12,2026-09-15 18:00:00
503,3,78,37,18,2026-09-15 18:00:00
504,3,50,44,23,2026-09-15 18:00:00
505,3,20,59,13,2026-09-15 18:00:00
506,3,151,53,13,2026-09-15 18:00:00
507,3,94,39,22,2026-09-15 18:00:00
508,3,164,77,20,2026-09-15 18:00:00
509,3,27,69,19,2026-09-15 18:00:00
510,3,188,8,16,2026-09-15 18:00:00
511,3,23,40,25,2026-09-15 18:00:00
512,3,102,32,12,2026-09-15 18:00:00
513,3,129,42,13,2026-09-15 18:00:00
514,3,168,16,21,2026-09-15 18:00:00
515,3,52,23,14,2026-09-15 18:00:00
516,3,221,38,25,2026-09-15 18:00:00
517,3,169,37,16,2026-09-15 18:00:00
518,3,34,56,25,2026-09-15 18:00:00
519,3,17,80,14,2026-09-15 18:00:00
520,3,81,17,23,2026-09-15 18:00:00
521,3,33,61,12,2026-09-15 18:00:00
522,3,28,35,13,2026-09-15 18:00:00
523,3,163,10,22,2026-09-15 18:00:00
524,3,165,71,16,2026-09-15 18:00:00
525,3,142,13,14,2026-09-15 18:00:00
526,3,114,59,23,2026-09-15 18:00:00
527,3,67,21,14,2026-09-15 18:00:00
528,3,159,14,18,2026-09-15 18:00:00
529,3,103,52,22,2026-09-15 18:00:00
530,3,150,65,22,2026-09-15 18:00:00
531,3,38,70,16,2026-09-15 18:00:00
532,3,43,75,23,2026-09-15 18:00:00
533,3,92,46,10,2026-09-15 18:00:00
534,3,30,13,23,2026-09-15 18:00:00
535,3,73,53,10,2026-09-15 18:00:00
536,3,227,20,15,2026-09-15 18:00:00
537,3,76,47,24,2026-09-15 18:00:00
538,3,62,28,23,2026-09-15 18:00:00
539,3,99,19,23,2026-09-15 18:00:00
540,3,29,33,16,2026-09-15 18:00:00
541,4,199,46,22,2026-09-15 18:00:00
542,4,144,75,22,2026-09-15 18:00:00
543,4,57,25,10,2026-09-15 18:00:00
544,4,188,59,15,2026-09-15 18:00:00
545,4,196,40,17,2026-09-15 18:00:00
546,4,64,18,25,2026-09-15 18:00:00
547,4,17,19,18,2026-09-15 18:00:00
548,4,38,34,12,2026-09-15 18:00:00
549,4,79,36,22,2026-09-15 18:00:00
550,4,219,68,12,2026-09-15 18:00:00
551,4,108,60,24,2026-09-15 18:00:00
552,4,187,54,15,2026-09-15 18:00:00
553,4,124,17,10,2026-09-15 18:00:00
554,4,97,51,17,2026-09-15 18:00:00
555,4,215,76,25,2026-09-15 18:00:00
556,4,128,20,18,2026-09-15 18:00:00
557,4,225,7,24,2026-09-15 18:00:00
558,4,237,12,25,2026-09-15 18:00:00
559,4,200,38,12,2026-09-15 18:00:00
560,4,50,6,21,2026-09-15 18:00:00
561,4,209,51,23,2026-09-15 18:00:00
562,4,113,41,10,2026-09-15 18:00:00
563,4,148,77,22,2026-09-15 18:00:00
564,4,138,65,20,2026-09-15 18:00:00
565,4,142,52,20,2026-09-15 18:00:00
566,4,152,27,20,2026-09-15 18:00:00
567,4,6,60,22,2026-09-15 18:00:00
568,4,202,55,23,2026-09-15 18:00:00
569,4,1,13,18,2026-09-15 18:00:00
570,4,171,50,20,2026-09-15 18:00:00
571,4,129,6,24,2026-09-15 18:00:00
572,4,78,11,12,2026-09-15 18:00:00
573,4,182,76,24,2026-09-15 18:00:00
574,4,166,49,18,2026-09-15 18:00:00
575,4,54,64,12,2026-09-15 18:00:00
576,4,132,31,18,2026-09-15 18:00:00
577,4,72,72,12,2026-09-15 18:00:00
578,4,239,37,10,2026-09-15 18:00:00
579,4,96,6,11,2026-09-15 18:00:00
580,4,31,56,20,2026-09-15 18:00:00
581,4,95,77,16,2026-09-15 18:00:00
582,4,177,38,19,2026-09-15 18:00:00
583,4,156,33,20,2026-09-15 18:00:00
584,4,227,25,14,2026-09-15 18:00:00
585,4,153,68,12,2026-09-15 18:00:00
586,4,216,16,18,2026-09-15 18:00:00
587,4,27,16,20,2026-09-15 18:00:00
588,4,206,57,22,2026-09-15 18:00:00
589,4,34,67,13,2026-09-15 18:00:00
590,4,43,77,21,2026-09-15 18:00:00
591,4,172,29,23,2026-09-15 18:00:00
592,4,234,31,12,2026-09-15 18:00:00
593,4,44,40,23,2026-09-15 18:00:00
594,4,73,79,16,2026-09-15 18:00:00
595,4,146,28,22,2026-09-15 18:00:00
596,4,93,68,13,2026-09-15 18:00:00
597,4,71,38,22,2026-09-15 18:00:00
598,4,221,29,11,2026-09-15 18:00:00
599,4,173,23,17,2026-09-15 18:00:00
600,4,191,21,24,2026-09-15 18:00:00
601,4,150,52,24,2026-09-15 18:00:00
602,4,186,41,12,2026-09-15 18:00:00
603,4,7,17,14,2026-09-15 18:00:00
604,4,49,47,18,2026-09-15 18:00:00
605,4,40,61,19,2026-09-15 18:00:00
606,4,86,59,12,2026-09-15 18:00:00
