movement_id,store_id,product_id,movement_type,quantity,reference_type,reference_id,created_at
261,1,63,PURCHASE,35,OPENING_STOCK,,2026-04-01 09:00:00
262,4,228,PURCHASE,33,OPENING_STOCK,,2026-04-01 09:00:00
263,5,37,PURCHASE,69,OPENING_STOCK,,2026-04-01 09:00:00
264,1,120,PURCHASE,75,OPENING_STOCK,,2026-04-01 09:00:00
265,5,231,PURCHASE,44,OPENING_STOCK,,2026-04-01 09:00:00
266,2,85,PURCHASE,52,OPENING_STOCK,,2026-04-01 09:00:00
267,5,52,PURCHASE,52,OPENING_STOCK,,2026-04-01 09:00:00
268,2,93,PURCHASE,67,OPENING_STOCK,,2026-04-01 09:00:00
269,3,215,PURCHASE,67,OPENING_STOCK,,2026-04-01 09:00:00
270,3,238,PURCHASE,64,OPENING_STOCK,,2026-04-01 09:00:00
271,1,111,PURCHASE,34,OPENING_STOCK,,2026-04-01 09:00:00
272,5,57,PURCHASE,22,OPENING_STOCK,,2026-04-01 09:00:00
273,2,165,PURCHASE,27,OPENING_STOCK,,2026-04-01 09:00:00
274,3,115,PURCHASE,62,OPENING_STOCK,,2026-04-01 09:00:00
275,2,17,PURCHASE,26,OPENING_STOCK,,2026-04-01 09:00:00
276,5,205,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
277,1,66,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
278,5,12,PURCHASE,80,OPENING_STOCK,,2026-04-01 09:00:00
279,1,154,PURCHASE,46,OPENING_STOCK,,2026-04-01 09:00:00
280,3,239,PURCHASE,67,OPENING_STOCK,,2026-04-01 09:00:00
281,1,11,PURCHASE,20,OPENING_STOCK,,2026-04-01 09:00:00
282,1,137,PURCHASE,80,OPENING_STOCK,,2026-04-01 09:00:00
283,4,52,PURCHASE,46,OPENING_STOCK,,2026-04-01 09:00:00
284,1,34,PURCHASE,37,OPENING_STOCK,,2026-04-01 09:00:00
285,3,184,PURCHASE,25,OPENING_STOCK,,2026-04-01 09:00:00
286,4,80,PURCHASE,44,OPENING_STOCK,,2026-04-01 09:00:00
287,2,193,PURCHASE,75,OPENING_STOCK,,2026-04-01 09:00:00
288,4,73,PURCHASE,44,OPENING_STOCK,,2026-04-01 09:00:00
289,3,164,PURCHASE,52,OPENING_STOCK,,2026-04-01 09:00:00
290,4,3,PURCHASE,70,OPENING_STOCK,,2026-04-01 09:00:00
291,2,59,PURCHASE,25,OPENING_STOCK,,2026-04-01 09:00:00
292,4,226,PURCHASE,62,OPENING_STOCK,,2026-04-01 09:00:00
293,4,206,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
294,4,6,PURCHASE,35,OPENING_STOCK,,2026-04-01 09:00:00
295,1,175,PURCHASE,41,OPENING_STOCK,,2026-04-01 09:00:00
296,2,127,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
297,2,136,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
298,4,142,PURCHASE,51,OPENING_STOCK,,2026-04-01 09:00:00
299,1,104,PURCHASE,63,OPENING_STOCK,,2026-04-01 09:00:00
300,1,204,PURCHASE,47,OPENING_STOCK,,2026-04-01 09:00:00
301,3,87,PURCHASE,79,OPENING_STOCK,,2026-04-01 09:00:00
302,4,133,PURCHASE,35,OPENING_STOCK,,2026-04-01 09:00:00
303,2,168,PURCHASE,71,OPENING_STOCK,,2026-04-01 09:00:00
304,3,139,PURCHASE,24,OPENING_STOCK,,2026-04-01 09:00:00
305,4,236,PURCHASE,27,OPENING_STOCK,,2026-04-01 09:00:00
306,4,183,PURCHASE,56,OPENING_STOCK,,2026-04-01 09:00:00
307,3,150,PURCHASE,69,OPENING_STOCK,,2026-04-01 09:00:00
308,1,125,PURCHASE,48,OPENING_STOCK,,2026-04-01 09:00:00
309,5,240,PURCHASE,70,OPENING_STOCK,,2026-04-01 09:00:00
310,5,234,PURCHASE,57,OPENING_STOCK,,2026-04-01 09:00:00
311,2,74,PURCHASE,30,OPENING_STOCK,,2026-04-01 09:00:00
312,5,85,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
313,3,133,PURCHASE,79,OPENING_STOCK,,2026-04-01 09:00:00
314,4,120,PURCHASE,27,OPENING_STOCK,,2026-04-01 09:00:00
315,3,136,PURCHASE,52,OPENING_STOCK,,2026-04-01 09:00:00
316,1,16,PURCHASE,35,OPENING_STOCK,,2026-04-01 09:00:00
317,4,47,PURCHASE,73,OPENING_STOCK,,2026-04-01 09:00:00
318,1,36,PURCHASE,25,OPENING_STOCK,,2026-04-01 09:00:00
319,4,200,PURCHASE,64,OPENING_STOCK,,2026-04-01 09:00:00
320,3,202,PURCHASE,46,OPENING_STOCK,,2026-04-01 09:00:00
321,1,147,PURCHASE,22,OPENING_STOCK,,2026-04-01 09:00:00
322,5,217,PURCHASE,52,OPENING_STOCK,,2026-04-01 09:00:00
323,1,69,PURCHASE,54,OPENING_STOCK,,2026-04-01 09:00:00
324,3,233,PURCHASE,49,OPENING_STOCK,,2026-04-01 09:00:00
325,2,161,PURCHASE,39,OPENING_STOCK,,2026-04-01 09:00:00
326,2,201,PURCHASE,43,OPENING_STOCK,,2026-04-01 09:00:00
327,4,48,PURCHASE,71,OPENING_STOCK,,2026-04-01 09:00:00
328,2,8,PURCHASE,35,OPENING_STOCK,,2026-04-01 09:00:00
329,3,214,PURCHASE,42,OPENING_STOCK,,2026-04-01 09:00:00
330,2,102,PURCHASE,25,OPENING_STOCK,,2026-04-01 09:00:00
331,4,202,PURCHASE,53,OPENING_STOCK,,2026-04-01 09:00:00
332,1,162,PURCHASE,66,OPENING_STOCK,,2026-04-01 09:00:00
333,5,26,PURCHASE,48,OPENING_STOCK,,2026-04-01 09:00:00
334,1,215,PURCHASE,55,OPENING_STOCK,,2026-04-01 09:00:00
335,5,77,PURCHASE,47,OPENING_STOCK,,2026-04-01 09:00:00
336,1,142,PURCHASE,33,OPENING_STOCK,,2026-04-01 09:00:00
337,4,231,PURCHASE,53,OPENING_STOCK,,2026-04-01 09:00:00
338,5,82,PURCHASE,41,OPENING_STOCK,,2026-04-01 09:00:00
339,1,126,PURCHASE,80,OPENING_STOCK,,2026-04-01 09:00:00
340,2,95,PURCHASE,54,OPENING_STOCK,,2026-04-01 09:00:00
341,2,178,PURCHASE,38,OPENING_STOCK,,2026-04-01 09:00:00
342,3,174,PURCHASE,68,OPENING_STOCK,,2026-04-01 09:00:00
343,2,157,PURCHASE,49,OPENING_STOCK,,2026-04-01 09:00:00
344,3,26,PURCHASE,49,OPENING_STOCK,,2026-04-01 09:00:00
345,2,19,PURCHASE,65,OPENING_STOCK,,2026-04-01 09:00:00
346,1,12,PURCHASE,28,OPENING_STOCK,,2026-04-01 09:00:00
347,3,17,PURCHASE,68,OPENING_STOCK,,2026-04-01 09:00:00
348,3,140,PURCHASE,76,OPENING_STOCK,,2026-04-01 09:00:00
349,3,123,PURCHASE,63,OPENING_STOCK,,2026-04-01 09:00:00
350,3,47,PURCHASE,45,OPENING_STOCK,,2026-04-01 09:00:00
351,1,109,PURCHASE,48,OPENING_STOCK,,2026-04-01 09:00:00
352,5,3,PURCHASE,57,OPENING_STOCK,,2026-04-01 09:00:00
353,1,52,PURCHASE,42,OPENING_STOCK,,2026-04-01 09:00:00
354,1,169,PURCHASE,74,OPENING_STOCK,,2026-04-01 09:00:00
355,5,209,PURCHASE,22,OPENING_STOCK,,2026-04-01 09:00:00
356,5,13,PURCHASE,33,OPENING_STOCK,,2026-04-01 09:00:00
357,1,121,PURCHASE,40,OPENING_STOCK,,2026-04-01 09:00:00
